,,ナビデータ中身
2019/11/10,12:24:59,CVGPSR001FC01006845006805037441107140273540+075018427455-04070122458115
2019/11/10,12:25:00,CVGPSR001FC01006850006810037441109140273518+075018727485-04070122459115
2019/11/10,12:25:01,CVGPSR001FC01006855006815037441109140273496+075019227572-04070122500115
2019/11/10,12:25:02,CVGPSR001FC01006865006825037441110140273475+075019327608-04070122501115
2019/11/10,12:25:03,CVGPSR001FC01006870006830037441112140273453+076019427599-04070122502115
2019/11/10,12:25:04,CVGPSR001FC01006875006835037441114140273431+076019227607-04070122503115
2019/11/10,12:25:05,CVGPSR001FC01006880006840037441115140273409+076019027572-04070122504115
2019/11/10,12:25:06,CVGPSR001FC01006885006845037441117140273390+076018827586-04070122505115
2019/11/10,12:25:07,CVGPSR001FC01006890006850037441117140273368+076018527576-04070122506115
2019/11/10,12:25:08,CVGPSR001FC01006895006855037441118140273346+076018327553-04070122507115
2019/11/10,12:25:09,CVGPSR001FC01006900006860037441120140273325+076018727534-04070122508115
2019/11/10,12:25:10,CVGPSR001FC01006905006865037441121140273303+076019227547-04070122509115
2019/11/10,12:25:11,CVGPSR001FC01006910006870037441123140273281+076019327565-04070122510115
2019/11/10,12:25:12,CVGPSR001FC01006915006875037441123140273262+076019227589-04070122511115
2019/11/10,12:25:13,CVGPSR001FC01006920006880037441125140273237+076019127598-04070122512115
2019/11/10,12:25:14,CVGPSR001FC01006925006885037441126140273218+076018927597-04070122513115
2019/11/10,12:25:15,CVGPSR001FC01006930006890037441128140273196+076019027575-04070122514115
2019/11/10,12:25:16,CVGPSR001FC01006935006895037441129140273175+076019027585-04070122515115
2019/11/10,12:25:17,CVGPSR001FC01006940006900037441131140273153+076019027607-04070122516115
2019/11/10,12:25:18,CVGPSR001FC01006945006905037441134140273131+075019027571-04070122517115
2019/11/10,12:25:19,CVGPSR001FC01006955006915037441135140273109+075019127525-04070122518115
2019/11/10,12:25:20,CVGPSR001FC01006960006920037441139140273087+075019127593-04070122519115
2019/11/10,12:25:21,CVGPSR001FC01006965006925037441140140273065+075019127595-04070122520115
2019/11/10,12:25:22,CVGPSR001FC01006970006930037441142140273043+075018727617-04070122521115
2019/11/10,12:25:23,CVGPSR001FC01006975006935037441143140273025+075018427624-04070122522115
2019/11/10,12:25:24,CVGPSR001FC01006980006940037441143140273003+075018227622-04070122523115
2019/11/10,12:25:25,CVGPSR001FC01006985006945037441146140272984+075018027603-04070122524115
2019/11/10,12:25:26,CVGPSR001FC01006990006950037441146140272962+075018427583-04070122525115
2019/11/10,12:25:27,CVGPSR001FC01006995006955037441150140272940+075018727619-04070122526115
2019/11/10,12:25:28,CVGPSR001FC01007000006960037441151140272921+075018427680-04070122527115
2019/11/10,12:25:29,CVGPSR001FC01007005006965037441153140272903+075018227745-04070122528115
2019/11/10,12:25:30,CVGPSR001FC01007010006970037441154140272881+075018127828-04070122529115
2019/11/10,12:25:31,CVGPSR001FC01007015006975037441157140272859+075018127759-04070122530115
2019/11/10,12:25:32,CVGPSR001FC01007020006980037441159140272840+075018227677-04070122531115
2019/11/10,12:25:33,CVGPSR001FC01007025006985037441160140272818+075018727613-04070122532115
2019/11/10,12:25:34,CVGPSR001FC01007030006990037441162140272796+075018927567-04070122533115
2019/11/10,12:25:35,CVGPSR001FC01007035006995037441164140272775+075018927475-04070122534115
2019/11/10,12:25:36,CVGPSR001FC01007040007000037441165140272756+074018827460-04070122535115
2019/11/10,12:25:37,CVGPSR001FC01007045007005037441165140272734+074018627469-04070122536115
2019/11/10,12:25:38,CVGPSR001FC01007050007010037441167140272715+074018427510-04070122537115
2019/11/10,12:25:39,CVGPSR001FC01007055007015037441168140272693+074018327527-04070122538115
2019/11/10,12:25:40,CVGPSR001FC01007060007020037441170140272671+074018327528-04070122539115
2019/11/10,12:25:41,CVGPSR001FC01007065007025037441171140272653+074018127539-04070122540115
2019/11/10,12:25:42,CVGPSR001FC01007069007029037441173140272631+073017627552-04070122541115
2019/11/10,12:25:43,CVGPSR001FC01007074007034037441175140272612+073017127557-04070122542115
2019/11/10,12:25:44,CVGPSR001FC01007079007039037441176140272593+073017227558-04070122543115
2019/11/10,12:25:45,CVGPSR001FC01007084007044037441176140272571+073017527557-04070122544115
2019/11/10,12:25:46,CVGPSR001FC01007089007049037441178140272553+073017827537-04070122545115
2019/11/10,12:25:47,CVGPSR001FC01007094007054037441179140272534+073017827478-04070122546115
2019/11/10,12:25:48,CVGPSR001FC01007099007059037441179140272512+073017527516-04070122547115
2019/11/10,12:25:49,CVGPSR001FC01007104007064037441182140272493+073017327536-04070122548115
2019/11/10,12:25:50,CVGPSR001FC01007109007069037441182140272475+073017227599-04070122549115
2019/11/10,12:25:51,CVGPSR001FC01007114007074037441185140272453+073017127636-04070122550115
2019/11/10,12:25:52,CVGPSR001FC01007119007079037441187140272434+073017027660-04070122551115
2019/11/10,12:25:53,CVGPSR001FC01007124007084037441189140272415+073016827670-04070122552115
2019/11/10,12:25:54,CVGPSR001FC01007129007089037441190140272396+073016727658-04070122553115
2019/11/10,12:25:55,CVGPSR001FC01007134007094037441192140272378+073016627654-04070122554115
2019/11/10,12:25:56,CVGPSR001FC01007139007099037441192140272359+074016427662-04070122555115
2019/11/10,12:25:57,CVGPSR001FC01007139007099037441195140272340+074016427692-04070122556115
2019/11/10,12:25:58,CVGPSR001FC01007144007104037441196140272321+074016627661-04070122557115
2019/11/10,12:25:59,CVGPSR001FC01007149007109037441196140272303+074016827601-04070122558115
2019/11/10,12:26:00,CVGPSR001FC01007154007114037441198140272281+074017127527-04070122559115
2019/11/10,12:26:01,CVGPSR001FC01007159007119037441200140272262+073017327443-04070122600115
2019/11/10,12:26:02,CVGPSR001FC01007164007124037441201140272243+073017327482-04070122601115
2019/11/10,12:26:03,CVGPSR001FC01007169007129037441201140272221+073017427506-04070122602115
2019/11/10,12:26:04,CVGPSR001FC01007174007134037441203140272203+073017527517-04070122603115
2019/11/10,12:26:05,CVGPSR001FC01007179007139037441204140272184+073017627522-04070122604115
2019/11/10,12:26:06,CVGPSR001FC01007184007144037441206140272162+073017627547-04070122605115
2019/11/10,12:26:07,CVGPSR001FC01007189007149037441206140272143+073017827616-04070122606115
2019/11/10,12:26:08,CVGPSR001FC01007194007154037441207140272125+073017927631-04070122607115
2019/11/10,12:26:09,CVGPSR001FC01007199007159037441209140272103+073017727642-04070122608115
2019/11/10,12:26:10,CVGPSR001FC01007204007164037441210140272084+073017227671-04070122609115
2019/11/10,12:26:11,CVGPSR001FC01007209007169037441210140272065+073016327694-04070122610115
2019/11/10,12:26:12,CVGPSR001FC01007214007174037441212140272046+073015927683-04070122611115
2019/11/10,12:26:13,CVGPSR001FC01007219007179037441214140272028+074016327654-04070122612115
2019/11/10,12:26:14,CVGPSR001FC01007224007184037441215140272009+073016927642-04070122613115
2019/11/10,12:26:15,CVGPSR001FC01007229007189037441215140271990+074017427639-04070122614115
2019/11/10,12:26:16,CVGPSR001FC01007234007194037441217140271971+074017727657-04070122615115
2019/11/10,12:26:17,CVGPSR001FC01007240007200037441218140271950+073018127656-04070122616115
2019/11/10,12:26:18,CVGPSR001FC01007245007205037441221140271928+073018127648-04070122617115
2019/11/10,12:26:19,CVGPSR001FC01007250007210037441223140271906+074018227623-04070122618115
2019/11/10,12:26:20,CVGPSR001FC01007255007215037441223140271887+074018327614-04070122619115
2019/11/10,12:26:21,CVGPSR001FC01007259007219037441225140271865+074017627605-04070122620115
2019/11/10,12:26:22,CVGPSR001FC01007264007224037441226140271850+074016627583-04070122621115
2019/11/10,12:26:23,CVGPSR001FC01007269007229037441228140271831+074016527577-04070122622115
2019/11/10,12:26:24,CVGPSR001FC01007269007229037441228140271812+074016727597-04070122623115
2019/11/10,12:26:25,CVGPSR001FC01007274007234037441229140271790+074017027616-04070122624115
2019/11/10,12:26:26,CVGPSR001FC01007279007239037441229140271771+074017227605-04070122625115
2019/11/10,12:26:27,CVGPSR001FC01007284007244037441231140271753+074017327609-04070122626115
2019/11/10,12:26:28,CVGPSR001FC01007289007249037441232140271734+074017427615-04070122627115
2019/11/10,12:26:29,CVGPSR001FC01007294007254037441234140271712+074017527613-04070122628115
2019/11/10,12:26:30,CVGPSR001FC01007299007259037441235140271693+074017427641-04070122629115
2019/11/10,12:26:31,CVGPSR001FC01007304007264037441235140271675+074017127654-04070122630115
2019/11/10,12:26:32,CVGPSR001FC01007309007269037441237140271656+074016927641-04070122631115
2019/11/10,12:26:33,CVGPSR001FC01007314007274037441237140271637+074016727634-04070122632115
2019/11/10,12:26:34,CVGPSR001FC01007319007279037441239140271618+074016527611-04070122633115
2019/11/10,12:26:35,CVGPSR001FC01007324007284037441240140271600+074016527570-04070122634115
2019/11/10,12:26:36,CVGPSR001FC01007329007289037441242140271581+074016427569-04070122635115
2019/11/10,12:26:37,CVGPSR001FC01007334007294037441243140271562+074016427599-04070122636115
2019/11/10,12:26:38,CVGPSR001FC01007339007299037441245140271543+074016527587-04070122637115
2019/11/10,12:26:39,CVGPSR001FC01007345007305037441245140271525+075017427562-04070122638115
2019/11/10,12:26:40,CVGPSR001FC01007350007310037441246140271503+075018227659-04070122639115
2019/11/10,12:26:41,CVGPSR001FC01007355007315037441250140271481+075018827658-04070122640115
2019/11/10,12:26:42,CVGPSR001FC01007360007320037441251140271459+075019227653-04070122641115
2019/11/10,12:26:43,CVGPSR001FC01007365007325037441253140271437+075019527642-04070122642115
2019/11/10,12:26:44,CVGPSR001FC01007370007330037441254140271415+075019627642-04070122643115
2019/11/10,12:26:45,CVGPSR001FC01007375007335037441254140271393+075019827637-04070122644115
2019/11/10,12:26:46,CVGPSR001FC01007380007340037441256140271371+075019627698-04070122645115
2019/11/10,12:26:47,CVGPSR001FC01007385007345037441257140271350+075019027677-04070122646115
2019/11/10,12:26:48,CVGPSR001FC01007390007350037441257140271328+075018627653-04070122647115
2019/11/10,12:26:49,CVGPSR001FC01007395007355037441259140271309+075018427639-04070122648115
2019/11/10,12:26:50,CVGPSR001FC01007400007360037441260140271287+075018127701-04070122649115
2019/11/10,12:26:51,CVGPSR001FC01007404007364037441262140271268+075017927817-04070122650115
2019/11/10,12:26:52,CVGPSR001FC01007409007369037441264140271246+075017727806-04070122651115
2019/11/10,12:26:53,CVGPSR001FC01007414007374037441265140271228+075017527747-04070122652115
2019/11/10,12:26:54,CVGPSR001FC01007419007379037441265140271209+075017427675-04070122653115
2019/11/10,12:26:55,CVGPSR001FC01007424007384037441267140271190+075017427671-04070122654115
2019/11/10,12:26:56,CVGPSR001FC01007429007389037441267140271168+075017427653-04070122655115
2019/11/10,12:26:57,CVGPSR001FC01007434007394037441268140271150+075017427611-04070122656115
2019/11/10,12:26:58,CVGPSR001FC01007439007399037441270140271131+075017227598-04070122657115
2019/11/10,12:26:59,CVGPSR001FC01007444007404037441270140271112+075016827603-04070122658115
2019/11/10,12:27:00,CVGPSR001FC01007449007409037441275140271093+075016627612-04070122659115
2019/11/10,12:27:01,CVGPSR001FC01007454007414037441278140271071+076016627628-04070122700115
2019/11/10,12:27:02,CVGPSR001FC01007459007419037441279140271053+076017227648-04070122701115
2019/11/10,12:27:03,CVGPSR001FC01007464007424037441282140271031+076017627678-04070122702115
2019/11/10,12:27:04,CVGPSR001FC01007469007429037441282140271012+076017727706-04070122703115
2019/11/10,12:27:05,CVGPSR001FC01007474007434037441284140270990+076017627736-04070122704115
2019/11/10,12:27:06,CVGPSR001FC01007479007439037441287140270971+076017627754-04070122705115
2019/11/10,12:27:07,CVGPSR001FC01007484007444037441289140270953+076017527721-04070122706115
2019/11/10,12:27:08,CVGPSR001FC01007489007449037441290140270931+076017527621-04070122707115
2019/11/10,12:27:09,CVGPSR001FC01007494007454037441292140270912+076017627571-04070122708115
2019/11/10,12:27:11,CVGPSR001FC01007500007460037441293140270890+076018027573-04070122709115
2019/11/10,12:27:11,CVGPSR001FC01007505007465037441295140270871+076018327596-04070122710115
2019/11/10,12:27:12,CVGPSR001FC01007510007470037441298140270850+076018527605-04070122711115
2019/11/10,12:27:13,CVGPSR001FC01007515007475037441300140270828+076018527653-04070122712115
2019/11/10,12:27:14,CVGPSR001FC01007520007480037441301140270809+076018527728-04070122713115
2019/11/10,12:27:15,CVGPSR001FC01007525007485037441303140270787+076018427723-04070122714115
2019/11/10,12:27:16,CVGPSR001FC01007530007490037441306140270765+076018127686-04070122715115
2019/11/10,12:27:17,CVGPSR001FC01007534007494037441307140270746+076017727657-04070122716115
2019/11/10,12:27:18,CVGPSR001FC01007539007499037441285140270734+075017527670-04070122717115
2019/11/10,12:27:19,CVGPSR001FC01007539007499037441285140270715+075017227665-04070122718115
2019/11/10,12:27:20,CVGPSR001FC01007544007504037441287140270696+075017027661-04070122719115
2019/11/10,12:27:21,CVGPSR001FC01007549007509037441289140270678+075017027652-04070122720115
2019/11/10,12:27:22,CVGPSR001FC01007554007514037441290140270659+075017127633-04070122721115
2019/11/10,12:27:23,CVGPSR001FC01007559007519037441292140270637+075017127600-04070122722115
2019/11/10,12:27:24,CVGPSR001FC01007564007524037441292140270618+075017227587-04070122723115
2019/11/10,12:27:25,CVGPSR001FC01007569007529037441293140270600+075017227624-04070122724115
2019/11/10,12:27:26,CVGPSR001FC01007574007534037441295140270581+075017227662-04070122725115
2019/11/10,12:27:27,CVGPSR001FC01007579007539037441296140270559+075017427664-04070122726115
2019/11/10,12:27:28,CVGPSR001FC01007584007544037441298140270540+075017627707-04070122727115
2019/11/10,12:27:29,CVGPSR001FC01007589007549037441300140270521+075017627713-04070122728115
2019/11/10,12:27:30,CVGPSR001FC01007594007554037441300140270500+075017027712-04070122729115
2019/11/10,12:27:31,CVGPSR001FC01007599007559037441301140270481+075016527725-04070122730115
2019/11/10,12:27:32,CVGPSR001FC01007604007564037441303140270462+075016927727-04070122731115
2019/11/10,12:27:33,CVGPSR001FC01007609007569037441306140270443+075016727672-04070122732115
2019/11/10,12:27:34,CVGPSR001FC01007614007574037441307140270425+075016127630-04070122733115
2019/11/10,12:27:35,CVGPSR001FC01007614007574037441309140270406+075016027605-04070122734115
2019/11/10,12:27:36,CVGPSR001FC01007619007579037441310140270387+075016227605-04070122735115
2019/11/10,12:27:37,CVGPSR001FC01007624007584037441314140270368+075016427616-04070122736115
2019/11/10,12:27:38,CVGPSR001FC01007629007589037441315140270350+075016527634-04070122737115
2019/11/10,12:27:39,CVGPSR001FC01007634007594037441318140270331+075016727652-04070122738115
2019/11/10,12:27:40,CVGPSR001FC01007639007599037441320140270312+076016727686-04070122739115
2019/11/10,12:27:41,CVGPSR001FC01007644007604037441321140270293+076016327737-04070122740115
2019/11/10,12:27:42,CVGPSR001FC01007649007609037441323140270275+076016227744-04070122741115
2019/11/10,12:27:43,CVGPSR001FC01007654007614037441326140270256+076016127733-04070122742115
2019/11/10,12:27:44,CVGPSR001FC01007659007619037441328140270237+076016227683-04070122743115
2019/11/10,12:27:45,CVGPSR001FC01007664007624037441328140270218+076016227654-04070122744115
2019/11/10,12:27:46,CVGPSR001FC01007669007629037441329140270200+076016327652-04070122745115
2019/11/10,12:27:47,CVGPSR001FC01007674007634037441329140270181+076016327659-04070122746115
2019/11/10,12:27:48,CVGPSR001FC01007674007634037441329140270165+076016427664-04070122747115
2019/11/10,12:27:49,CVGPSR001FC01007679007639037441331140270146+076016427646-04070122748115
2019/11/10,12:27:50,CVGPSR001FC01007684007644037441332140270128+076016527623-04070122749115
2019/11/10,12:27:51,CVGPSR001FC01007689007649037441334140270109+076016427660-04070122750115
2019/11/10,12:27:52,CVGPSR001FC01007694007654037441335140270090+076016227684-04070122751115
2019/11/10,12:27:53,CVGPSR001FC01007699007659037441335140270071+076016127692-04070122752115
2019/11/10,12:27:54,CVGPSR001FC01007704007664037441335140270056+076016127699-04070122753115
2019/11/10,12:27:55,CVGPSR001FC01007709007669037441337140270037+076016027709-04070122754115
2019/11/10,12:27:56,CVGPSR001FC01007714007674037441339140270018+076016027721-04070122755115
2019/11/10,12:27:57,CVGPSR001FC01007714007674037441340140270000+076016727702-04070122756115
2019/11/10,12:27:58,CVGPSR001FC01007719007679037441342140265978+076017227720-04070122757115
2019/11/10,12:27:59,CVGPSR001FC01007724007684037441343140265959+076017427727-04070122758115
2019/11/10,12:28:00,CVGPSR001FC01007729007689037441345140265940+076017527725-04070122759115
2019/11/10,12:28:01,CVGPSR001FC01007734007694037441346140265921+076017627728-04070122800115
2019/11/10,12:28:02,CVGPSR001FC01007739007699037441348140265900+076017727717-04070122801115
2019/11/10,12:28:03,CVGPSR001FC01007744007704037441350140265878+076017827704-04070122802115
2019/11/10,12:28:04,CVGPSR001FC01007749007709037441351140265859+076017727691-04070122803115
2019/11/10,12:28:05,CVGPSR001FC01007754007714037441353140265840+076017527670-04070122804115
2019/11/10,12:28:06,CVGPSR001FC01007759007719037441353140265818+076017427662-04070122805115
2019/11/10,12:28:08,CVGPSR001FC01007764007724037441353140265800+076017327642-04070122806115
2019/11/10,12:28:08,CVGPSR001FC01007769007729037441356140265781+076017227651-04070122807115
2019/11/10,12:28:09,CVGPSR001FC01007774007734037441357140265759+076017127672-04070122808115
2019/11/10,12:28:10,CVGPSR001FC01007779007739037441357140265743+075017127697-04070122809115
2019/11/10,12:28:11,CVGPSR001FC01007784007744037441357140265725+075017027725-04070122810115
2019/11/10,12:28:12,CVGPSR001FC01007789007749037441359140265703+075017027738-04070122811115
2019/11/10,12:28:13,CVGPSR001FC01007794007754037441365140265684+075016827743-04070122812115
2019/11/10,12:28:14,CVGPSR001FC01007799007759037441373140265662+076016627756-04070122813115
2019/11/10,12:28:15,CVGPSR001FC01007804007764037441379140265640+076016627773-04070122814115
2019/11/10,12:28:16,CVGPSR001FC01007809007769037441382140265621+076016527774-04070122815115
2019/11/10,12:28:17,CVGPSR001FC01007814007774037441381140265603+076016427787-04070122816115
2019/11/10,12:28:18,CVGPSR001FC01007819007779037441379140265587+076016327759-04070122817115
2019/11/10,12:28:19,CVGPSR001FC01007824007784037441378140265568+076016327725-04070122818115
2019/11/10,12:28:20,CVGPSR001FC01007829007789037441378140265553+076016227689-04070122819115
2019/11/10,12:28:21,CVGPSR001FC01007829007789037441376140265534+076016227639-04070122820115
2019/11/10,12:28:22,CVGPSR001FC01007834007794037441376140265515+076016227603-04070122821115
2019/11/10,12:28:23,CVGPSR001FC01007839007799037441378140265496+076016427617-04070122822115
2019/11/10,12:28:24,CVGPSR001FC01007844007804037441378140265478+076016627675-04070122823115
2019/11/10,12:28:25,CVGPSR001FC01007849007809037441378140265459+076016727717-04070122824115
2019/11/10,12:28:26,CVGPSR001FC01007854007814037441379140265440+076016927718-04070122825115
2019/11/10,12:28:27,CVGPSR001FC01007859007819037441379140265421+076017027736-04070122826115
2019/11/10,12:28:28,CVGPSR001FC01007864007824037441381140265403+076017227778-04070122827115
2019/11/10,12:28:29,CVGPSR001FC01007869007829037441382140265384+076017327788-04070122828115
2019/11/10,12:28:30,CVGPSR001FC01007874007834037441382140265365+076017327754-04070122829115
2019/11/10,12:28:31,CVGPSR001FC01007879007839037441384140265343+076017327716-04070122830115
2019/11/10,12:28:32,CVGPSR001FC01007884007844037441385140265325+076017427734-04070122831115
2019/11/10,12:28:33,CVGPSR001FC01007889007849037441387140265306+076017427749-04070122832115
2019/11/10,12:28:34,CVGPSR001FC01007889007849037441389140265287+076017227752-04070122833115
2019/11/10,12:28:35,CVGPSR001FC01007894007854037441390140265265+076017227732-04070122834115
2019/11/10,12:28:36,CVGPSR001FC01007899007859037441390140265246+077017227721-04070122835115
2019/11/10,12:28:37,CVGPSR001FC01007904007864037441390140265228+077017327723-04070122836115
2019/11/10,12:28:38,CVGPSR001FC01007909007869037441392140265209+077017527738-04070122837115
2019/11/10,12:28:39,CVGPSR001FC01007914007874037441392140265187+076017727740-04070122838115
2019/11/10,12:28:40,CVGPSR001FC01007919007879037441392140265168+076017927768-04070122839115
2019/11/10,12:28:41,CVGPSR001FC01007925007885037441393140265146+076018127771-04070122840115
2019/11/10,12:28:42,CVGPSR001FC01007930007890037441393140265128+076018227759-04070122841115
2019/11/10,12:28:43,CVGPSR001FC01007935007895037441393140265106+076018327749-04070122842115
2019/11/10,12:28:44,CVGPSR001FC01007940007900037441396140265087+076018327766-04070122843115
2019/11/10,12:28:45,CVGPSR001FC01007945007905037441396140265065+076018127781-04070122844115
2019/11/10,12:28:46,CVGPSR001FC01007949007909037441396140265046+076017727791-04070122845115
2019/11/10,12:28:47,CVGPSR001FC01007955007915037441398140265025+076018027804-04070122846115
2019/11/10,12:28:48,CVGPSR001FC01007960007920037441400140265006+077018127821-04070122847115
2019/11/10,12:28:49,CVGPSR001FC01007965007925037441401140264984+077018027823-04070122848115
2019/11/10,12:28:50,CVGPSR001FC01007969007929037441403140264965+077017227800-04070122849115
2019/11/10,12:28:51,CVGPSR001FC01007974007934037441404140264946+077016427716-04070122850115
2019/11/10,12:28:52,CVGPSR001FC01007979007939037441406140264928+077016327682-04070122851115
2019/11/10,12:28:53,CVGPSR001FC01007984007944037441407140264909+077016627653-04070122852115
2019/11/10,12:28:54,CVGPSR001FC01007989007949037441409140264890+077016527681-04070122853115
2019/11/10,12:28:55,CVGPSR001FC01007994007954037441410140264871+077016427732-04070122854115
2019/11/10,12:28:56,CVGPSR001FC01007999007959037441412140264853+077016427733-04070122855115
2019/11/10,12:28:57,CVGPSR001FC01007999007959037441414140264834+077016327753-04070122856115
2019/11/10,12:28:58,CVGPSR001FC01008004007964037441415140264815+077016327769-04070122857115
2019/11/10,12:28:59,CVGPSR001FC01008009007969037441417140264796+077016027770-04070122858115
2019/11/10,12:29:00,CVGPSR001FC01008014007974037441418140264781+077014827772-04070122859115
2019/11/10,12:29:01,CVGPSR001FC01008018007978037441418140264765+077013727773-04070122900115
2019/11/10,12:29:02,CVGPSR001FC01008023007983037441420140264750+077012927781-04070122901115
2019/11/10,12:29:03,CVGPSR001FC01008028007988037441421140264734+077012627784-04070122902115
2019/11/10,12:29:04,CVGPSR001FC01008028007988037441421140264721+077013427784-04070122903115
2019/11/10,12:29:05,CVGPSR001FC01008034007994037441423140264703+077014927777-04070122904115
2019/11/10,12:29:06,CVGPSR001FC01008039007999037441425140264684+077016027768-04070122905115
2019/11/10,12:29:07,CVGPSR001FC01008044008004037441426140264665+077017027803-04070122906115
2019/11/10,12:29:08,CVGPSR001FC01008049008009037441428140264646+077017527800-04070122907115
2019/11/10,12:29:09,CVGPSR001FC01008054008014037441429140264625+077017827788-04070122908115
2019/11/10,12:29:10,CVGPSR001FC01008059008019037441431140264606+077017927798-04070122909115
2019/11/10,12:29:11,CVGPSR001FC01008064008024037441432140264584+077017727782-04070122910115
2019/11/10,12:29:12,CVGPSR001FC01008069008029037441434140264565+077017627760-04070122911115
2019/11/10,12:29:13,CVGPSR001FC01008074008034037441434140264546+077017427745-04070122912115
2019/11/10,12:29:14,CVGPSR001FC01008079008039037441435140264528+077017227734-04070122913115
2019/11/10,12:29:15,CVGPSR001FC01008084008044037441437140264506+077016927731-04070122914115
2019/11/10,12:29:17,CVGPSR001FC01008089008049037441439140264487+077016627736-04070122915115
2019/11/10,12:29:17,CVGPSR001FC01008089008049037441440140264471+077016227752-04070122916115
2019/11/10,12:29:18,CVGPSR001FC01008094008054037441442140264453+077015927788-04070122917115
2019/11/10,12:29:19,CVGPSR001FC01008099008059037441442140264434+077015727816-04070122918115
2019/11/10,12:29:20,CVGPSR001FC01008104008064037441443140264418+077015727876-04070122919115
2019/11/10,12:29:21,CVGPSR001FC01008109008069037441443140264400+077015727893-04070122920115
2019/11/10,12:29:22,CVGPSR001FC01008114008074037441445140264381+077015927886-04070122921115
2019/11/10,12:29:23,CVGPSR001FC01008119008079037441446140264362+077016827870-04070122922115
2019/11/10,12:29:24,CVGPSR001FC01008124008084037441448140264340+077017527867-04070122923115
2019/11/10,12:29:25,CVGPSR001FC01008129008089037441450140264321+077017827860-04070122924115
2019/11/10,12:29:26,CVGPSR001FC01008134008094037441451140264303+077017827861-04070122925115
2019/11/10,12:29:27,CVGPSR001FC01008139008099037441453140264281+077017827859-04070122926115
2019/11/10,12:29:28,CVGPSR001FC01008144008104037441453140264262+077017827842-04070122927115
2019/11/10,12:29:29,CVGPSR001FC01008149008109037441454140264243+078017927792-04070122928115
2019/11/10,12:29:30,CVGPSR001FC01008155008115037441456140264221+078018027756-04070122929115
2019/11/10,12:29:31,CVGPSR001FC01008160008120037441457140264203+077018027750-04070122930115
2019/11/10,12:29:32,CVGPSR001FC01008165008125037441459140264181+077018027759-04070122931115
2019/11/10,12:29:33,CVGPSR001FC01008169008129037441460140264162+077017927767-04070122932115
2019/11/10,12:29:34,CVGPSR001FC01008174008134037441462140264140+077017927780-04070122933115
2019/11/10,12:29:35,CVGPSR001FC01008179008139037441464140264121+077017727788-04070122934115
2019/11/10,12:29:36,CVGPSR001FC01008184008144037441465140264100+077017527809-04070122935115
2019/11/10,12:29:37,CVGPSR001FC01008189008149037441465140264081+077017427811-04070122936115
2019/11/10,12:29:38,CVGPSR001FC01008194008154037441467140264062+078017327753-04070122937115
2019/11/10,12:29:39,CVGPSR001FC01008199008159037441468140264043+078017127677-04070122938115
2019/11/10,12:29:40,CVGPSR001FC01008204008164037441468140264021+078017027604-04070122939115
2019/11/10,12:29:41,CVGPSR001FC01008209008169037441468140264003+078016827602-04070122940115
2019/11/10,12:29:42,CVGPSR001FC01008209008169037441468140263984+078016527628-04070122941115
2019/11/10,12:29:43,CVGPSR001FC01008214008174037441468140263965+078016127665-04070122942115
2019/11/10,12:29:44,CVGPSR001FC01008219008179037441470140263946+078015927726-04070122943115
2019/11/10,12:29:45,CVGPSR001FC01008224008184037441470140263931+078015627731-04070122944115
2019/11/10,12:29:46,CVGPSR001FC01008229008189037441471140263912+078015527739-04070122945115
2019/11/10,12:29:47,CVGPSR001FC01008234008194037441471140263896+078015827739-04070122946115
2019/11/10,12:29:48,CVGPSR001FC01008239008199037441473140263878+078016027727-04070122947115
2019/11/10,12:29:49,CVGPSR001FC01008239008199037441475140263859+078016327716-04070122948115
2019/11/10,12:29:50,CVGPSR001FC01008244008204037441476140263840+078016627690-04070122949115
2019/11/10,12:29:51,CVGPSR001FC01008249008209037441476140263821+078016827655-04070122950115
2019/11/10,12:29:52,CVGPSR001FC01008254008214037441478140263800+078016927632-04070122951115
2019/11/10,12:29:53,CVGPSR001FC01008259008219037441478140263784+078016927609-04070122952115
2019/11/10,12:29:54,CVGPSR001FC01008264008224037441478140263762+078017127566-04070122953115
2019/11/10,12:29:55,CVGPSR001FC01008269008229037441476140263743+079017227545-04070122954115
2019/11/10,12:29:56,CVGPSR001FC01008274008234037441478140263725+079017127530-04070122955115
2019/11/10,12:29:57,CVGPSR001FC01008279008239037441476140263706+079017127512-04070122956115
2019/11/10,12:29:58,CVGPSR001FC01008284008244037441476140263687+079017027476-04070122957115
2019/11/10,12:29:59,CVGPSR001FC01008289008249037441476140263668+079016827453-04070122958115
2019/11/10,12:30:00,CVGPSR001FC01008294008254037441476140263650+079016627432-04070122959115
2019/11/10,12:30:01,CVGPSR001FC01008299008259037441476140263631+079016327416-04070123000115
2019/11/10,12:30:02,CVGPSR001FC01008304008264037441476140263612+079016027427-04070123001115
2019/11/10,12:30:03,CVGPSR001FC01008309008269037441476140263593+079015827410-04070123002115
2019/11/10,12:30:04,CVGPSR001FC01008309008269037441478140263578+079015627459-04070123003115
2019/11/10,12:30:05,CVGPSR001FC01008314008274037441478140263559+079015527428-04070123004115
2019/11/10,12:30:06,CVGPSR001FC01008319008279037441479140263540+079015827381-04070123005115
2019/11/10,12:30:07,CVGPSR001FC01008324008284037441479140263521+079016527336-04070123006115
2019/11/10,12:30:08,CVGPSR001FC01008329008289037441479140263503+079017127274-04070123007115
