,,ナビデータ中身
2019/11/10,12:25:04,CVNAVR101FC01006885006845037441129140273378+025019227520-04070122502107
2019/11/10,12:25:05,CVNAVR101FC01006890006850037441131140273356+026018927520-04070122503107
2019/11/10,12:25:06,CVNAVR101FC01006895006855037441132140273334+025018727520-04070122504107
2019/11/10,12:25:07,CVNAVR101FC01006900006860037441134140273315+025018527520-04070122505107
2019/11/10,12:25:08,CVNAVR101FC01006905006865037441135140273293+025018427520-04070122506107
2019/11/10,12:25:09,CVNAVR101FC01006915006875037441137140273271+025018927520-04070122507107
2019/11/10,12:25:10,CVNAVR101FC01006920006880037441139140273250+026019327520-04070122508107
2019/11/10,12:25:11,CVNAVR101FC01006925006885037441140140273228+026019327520-04070122509107
2019/11/10,12:25:12,CVNAVR101FC01006930006890037441142140273206+026019227520-04070122510107
2019/11/10,12:25:13,CVNAVR101FC01006935006895037441143140273184+026019127520-04070122511107
2019/11/10,12:25:14,CVNAVR101FC01006940006900037441145140273162+026019027520-04070122512107
2019/11/10,12:25:15,CVNAVR101FC01006945006905037441146140273140+026019027520-04070122513107
2019/11/10,12:25:16,CVNAVR101FC01006950006910037441148140273118+026019127520-04070122514107
2019/11/10,12:25:17,CVNAVR101FC01006955006915037441150140273096+026019027520-04070122515107
2019/11/10,12:25:18,CVNAVR101FC01006960006920037441151140273075+026019127520-04070122516107
2019/11/10,12:25:19,CVNAVR101FC01006965006925037441153140273056+026019127520-04070122517107
2019/11/10,12:25:20,CVNAVR101FC01006970006930037441153140273031+026019127446-04070122518107
2019/11/10,12:25:21,CVNAVR101FC01006975006935037441156140273012+026019127446-04070122519107
2019/11/10,12:25:22,CVNAVR101FC01006980006940037441156140272990+026018627446-04070122520107
2019/11/10,12:25:23,CVNAVR101FC01006985006945037441157140272971+026018327446-04070122521107
2019/11/10,12:25:24,CVNAVR101FC01006990006950037441159140272950+026018227446-04070122522107
2019/11/10,12:25:25,CVNAVR101FC01006995006955037441160140272928+026018127446-04070122523107
2019/11/10,12:25:26,CVNAVR101FC01007005006965037441162140272906+025018627446-04070122524107
2019/11/10,12:25:27,CVNAVR101FC01007010006970037441162140272887+025018627446-04070122525107
2019/11/10,12:25:28,CVNAVR101FC01007015006975037441164140272865+025018427446-04070122526107
2019/11/10,12:25:29,CVNAVR101FC01007020006980037441165140272846+025018227446-04070122527106
2019/11/10,12:25:30,CVNAVR101FC01007025006985037441167140272825+025018127446-04070122528107
2019/11/10,12:25:31,CVNAVR101FC01007029006989037441168140272806+025018127446-04070122529107
2019/11/10,12:25:32,CVNAVR101FC01007035006995037441168140272784+025018427446-04070122530107
2019/11/10,12:25:33,CVNAVR101FC01007040007000037441170140272762+025018827446-04070122531107
2019/11/10,12:25:34,CVNAVR101FC01007045007005037441171140272740+025018927446-04070122532107
2019/11/10,12:25:35,CVNAVR101FC01007050007010037441173140272718+025019027446-04070122533107
2019/11/10,12:25:36,CVNAVR101FC01007055007015037441175140272696+025018827446-04070122534107
2019/11/10,12:25:37,CVNAVR101FC01007060007020037441176140272675+025018527446-04070122535107
2019/11/10,12:25:38,CVNAVR101FC01007065007025037441178140272656+025018427446-04070122536107
2019/11/10,12:25:39,CVNAVR101FC01007070007030037441178140272634+025018427446-04070122537107
2019/11/10,12:25:40,CVNAVR101FC01007075007035037441179140272615+025018327446-04070122538107
2019/11/10,12:25:41,CVNAVR101FC01007080007040037441181140272593+025018127446-04070122539107
2019/11/10,12:25:42,CVNAVR101FC01007084007044037441182140272575+025017427446-04070122540107
2019/11/10,12:25:43,CVNAVR101FC01007089007049037441184140272556+025017127446-04070122541107
2019/11/10,12:25:44,CVNAVR101FC01007094007054037441184140272537+025017327499-04070122542107
2019/11/10,12:25:45,CVNAVR101FC01007099007059037441185140272515+025017727499-04070122543107
2019/11/10,12:25:46,CVNAVR101FC01007104007064037441187140272496+026017827499-04070122544107
2019/11/10,12:25:47,CVNAVR101FC01007109007069037441189140272475+026017727499-04070122545107
2019/11/10,12:25:48,CVNAVR101FC01007114007074037441190140272456+026017427499-04070122546107
2019/11/10,12:25:49,CVNAVR101FC01007119007079037441192140272437+026017327499-04070122547107
2019/11/10,12:25:50,CVNAVR101FC01007124007084037441193140272418+026017227499-04070122548107
2019/11/10,12:25:51,CVNAVR101FC01007129007089037441193140272400+026017127499-04070122549107
2019/11/10,12:25:52,CVNAVR101FC01007134007094037441195140272378+026017027499-04070122550107
2019/11/10,12:25:53,CVNAVR101FC01007139007099037441196140272359+025016827499-04070122551107
2019/11/10,12:25:54,CVNAVR101FC01007139007099037441198140272340+025016727499-04070122552107
2019/11/10,12:25:55,CVNAVR101FC01007144007104037441200140272321+025016627499-04070122553108
2019/11/10,12:25:56,CVNAVR101FC01007149007109037441200140272306+025016427499-04070122554108
2019/11/10,12:25:57,CVNAVR101FC01007154007114037441203140272284+025016527499-04070122555108
2019/11/10,12:25:58,CVNAVR101FC01007159007119037441203140272265+026016727499-04070122556108
2019/11/10,12:25:59,CVNAVR101FC01007164007124037441204140272246+026016927499-04070122557108
2019/11/10,12:26:00,CVNAVR101FC01007169007129037441206140272228+025017227499-04070122558108
2019/11/10,12:26:01,CVNAVR101FC01007174007134037441207140272206+025017327499-04070122559108
2019/11/10,12:26:02,CVNAVR101FC01007179007139037441209140272187+025017427499-04070122600108
2019/11/10,12:26:03,CVNAVR101FC01007184007144037441210140272168+025017427499-04070122601108
2019/11/10,12:26:04,CVNAVR101FC01007189007149037441212140272146+024017627499-04070122602108
2019/11/10,12:26:05,CVNAVR101FC01007194007154037441212140272128+024017627499-04070122603108
2019/11/10,12:26:06,CVNAVR101FC01007199007159037441214140272106+025017727499-04070122604108
2019/11/10,12:26:07,CVNAVR101FC01007204007164037441215140272087+025017927499-04070122605108
2019/11/10,12:26:08,CVNAVR101FC01007209007169037441217140272068+025017927499-04070122606108
2019/11/10,12:26:09,CVNAVR101FC01007214007174037441218140272046+025017627499-04070122607108
2019/11/10,12:26:10,CVNAVR101FC01007219007179037441220140272028+025017027499-04070122608108
2019/11/10,12:26:11,CVNAVR101FC01007224007184037441221140272012+025016127499-04070122609108
2019/11/10,12:26:12,CVNAVR101FC01007229007189037441221140271993+025016027499-04070122610108
2019/11/10,12:26:13,CVNAVR101FC01007229007189037441223140271975+025016527499-04070122611108
2019/11/10,12:26:14,CVNAVR101FC01007239007199037441225140271953+025017127499-04070122612108
2019/11/10,12:26:15,CVNAVR101FC01007245007205037441226140271934+025017527499-04070122613108
2019/11/10,12:26:16,CVNAVR101FC01007249007209037441228140271912+025017927466-04070122614108
2019/11/10,12:26:17,CVNAVR101FC01007255007215037441229140271893+026018127466-04070122615108
2019/11/10,12:26:18,CVNAVR101FC01007260007220037441231140271871+026018227466-04070122616108
2019/11/10,12:26:19,CVNAVR101FC01007265007225037441231140271850+026018327466-04070122617108
2019/11/10,12:26:20,CVNAVR101FC01007270007230037441234140271831+026018227466-04070122618108
2019/11/10,12:26:21,CVNAVR101FC01007270007230037441234140271812+026017227466-04070122619108
2019/11/10,12:26:22,CVNAVR101FC01007274007234037441235140271793+026016527466-04070122620108
2019/11/10,12:26:23,CVNAVR101FC01007279007239037441237140271775+026016627466-04070122621108
2019/11/10,12:26:24,CVNAVR101FC01007284007244037441237140271756+027016827466-04070122622108
2019/11/10,12:26:25,CVNAVR101FC01007289007249037441239140271734+027017127466-04070122623108
2019/11/10,12:26:26,CVNAVR101FC01007294007254037441240140271715+027017227466-04070122624108
2019/11/10,12:26:27,CVNAVR101FC01007299007259037441242140271696+027017427466-04070122625108
2019/11/10,12:26:28,CVNAVR101FC01007304007264037441243140271675+027017527466-04070122626108
2019/11/10,12:26:29,CVNAVR101FC01007309007269037441243140271656+027017527466-04070122627108
2019/11/10,12:26:30,CVNAVR101FC01007314007274037441246140271637+027017327466-04070122628108
2019/11/10,12:26:31,CVNAVR101FC01007319007279037441246140271618+027017027466-04070122629108
2019/11/10,12:26:32,CVNAVR101FC01007324007284037441248140271600+027016827466-04070122630108
2019/11/10,12:26:33,CVNAVR101FC01007329007289037441250140271581+027016727466-04070122631108
2019/11/10,12:26:34,CVNAVR101FC01007334007294037441250140271562+027016527466-04070122632108
2019/11/10,12:26:35,CVNAVR101FC01007339007299037441251140271543+028016427466-04070122633108
2019/11/10,12:26:36,CVNAVR101FC01007344007304037441253140271525+028016427466-04070122634108
2019/11/10,12:26:37,CVNAVR101FC01007349007309037441254140271506+028016427466-04070122635108
2019/11/10,12:26:38,CVNAVR101FC01007349007309037441256140271487+028016827466-04070122636108
2019/11/10,12:26:39,CVNAVR101FC01007354007314037441256140271465+028017727466-04070122637108
2019/11/10,12:26:40,CVNAVR101FC01007360007320037441257140271443+028018427466-04070122638108
2019/11/10,12:26:41,CVNAVR101FC01007370007330037441259140271421+028018927466-04070122639108
2019/11/10,12:26:42,CVNAVR101FC01007375007335037441260140271400+028019327466-04070122640108
2019/11/10,12:26:43,CVNAVR101FC01007380007340037441262140271378+028019627466-04070122641108
2019/11/10,12:26:44,CVNAVR101FC01007385007345037441264140271353+028019727460-04070122642108
2019/11/10,12:26:46,CVNAVR101FC01007390007350037441265140271331+028019827460-04070122643108
2019/11/10,12:26:46,CVNAVR101FC01007395007355037441267140271309+028019427460-04070122644108
2019/11/10,12:26:47,CVNAVR101FC01007400007360037441268140271290+028018927460-04070122645108
2019/11/10,12:26:48,CVNAVR101FC01007405007365037441268140271268+028018627460-04070122646108
2019/11/10,12:26:49,CVNAVR101FC01007410007370037441271140271250+028018327460-04070122647108
2019/11/10,12:26:50,CVNAVR101FC01007415007375037441271140271228+028018027460-04070122648108
2019/11/10,12:26:51,CVNAVR101FC01007419007379037441273140271209+028017827460-04070122649108
2019/11/10,12:26:52,CVNAVR101FC01007424007384037441275140271187+028017627460-04070122650107
2019/11/10,12:26:53,CVNAVR101FC01007429007389037441276140271168+028017527460-04070122651107
2019/11/10,12:26:54,CVNAVR101FC01007434007394037441278140271150+028017427460-04070122652107
2019/11/10,12:26:55,CVNAVR101FC01007439007399037441278140271128+028017427460-04070122653107
2019/11/10,12:26:56,CVNAVR101FC01007444007404037441279140271109+028017427460-04070122654108
2019/11/10,12:26:57,CVNAVR101FC01007449007409037441281140271093+028017427460-04070122655108
2019/11/10,12:26:58,CVNAVR101FC01007454007414037441282140271071+028017127460-04070122656108
2019/11/10,12:26:59,CVNAVR101FC01007459007419037441284140271053+028016827460-04070122657108
2019/11/10,12:27:00,CVNAVR101FC01007464007424037441284140271034+028016627460-04070122658108
2019/11/10,12:27:01,CVNAVR101FC01007469007429037441285140271012+028016827460-04070122659107
2019/11/10,12:27:02,CVNAVR101FC01007474007434037441287140270993+029017327460-04070122700107
2019/11/10,12:27:03,CVNAVR101FC01007480007440037441287140270975+029017727460-04070122701107
2019/11/10,12:27:04,CVNAVR101FC01007484007444037441290140270953+029017727460-04070122702107
2019/11/10,12:27:05,CVNAVR101FC01007490007450037441290140270934+029017627460-04070122703107
2019/11/10,12:27:06,CVNAVR101FC01007494007454037441292140270912+029017627460-04070122704107
2019/11/10,12:27:07,CVNAVR101FC01007500007460037441293140270893+030017627460-04070122705107
2019/11/10,12:27:08,CVNAVR101FC01007500007460037441295140270875+030017527460-04070122706108
2019/11/10,12:27:09,CVNAVR101FC01007504007464037441296140270853+030017827460-04070122707108
2019/11/10,12:27:11,CVNAVR101FC01007515007475037441296140270831+030018127460-04070122708108
2019/11/10,12:27:11,CVNAVR101FC01007517007477037441298140270812+030018427460-04070122709108
2019/11/10,12:27:12,CVNAVR101FC01007525007485037441300140270790+030018627461-04070122710108
2019/11/10,12:27:13,CVNAVR101FC01007530007490037441301140270768+030018627461-04070122711108
2019/11/10,12:27:14,CVNAVR101FC01007535007495037441303140270746+030018527461-04070122712108
2019/11/10,12:27:15,CVNAVR101FC01007540007500037441304140270728+030018327461-04070122713108
2019/11/10,12:27:16,CVNAVR101FC01007545007505037441306140270706+030018027461-04070122714108
2019/11/10,12:27:17,CVNAVR101FC01007549007509037441306140270687+030017727461-04070122715108
2019/11/10,12:27:18,CVNAVR101FC01007554007514037441307140270668+030017427461-04070122716108
2019/11/10,12:27:19,CVNAVR101FC01007559007519037441309140270650+030017227461-04070122717108
2019/11/10,12:27:20,CVNAVR101FC01007559007519037441310140270631+030017027461-04070122718108
2019/11/10,12:27:21,CVNAVR101FC01007564007524037441312140270609+031017127461-04070122719108
2019/11/10,12:27:22,CVNAVR101FC01007569007529037441312140270590+031017127461-04070122720108
2019/11/10,12:27:23,CVNAVR101FC01007574007534037441314140270571+031017127461-04070122721108
2019/11/10,12:27:24,CVNAVR101FC01007579007539037441315140270553+031017227461-04070122722108
2019/11/10,12:27:25,CVNAVR101FC01007584007544037441317140270531+031017227461-04070122723108
2019/11/10,12:27:26,CVNAVR101FC01007589007549037441318140270512+031017327461-04070122724108
2019/11/10,12:27:27,CVNAVR101FC01007594007554037441318140270493+031017527461-04070122725108
2019/11/10,12:27:28,CVNAVR101FC01007599007559037441320140270471+031017727461-04070122726108
2019/11/10,12:27:29,CVNAVR101FC01007604007564037441321140270453+031017527461-04070122727108
2019/11/10,12:27:30,CVNAVR101FC01007609007569037441323140270434+031016827461-04070122728108
2019/11/10,12:27:31,CVNAVR101FC01007614007574037441325140270415+031016627461-04070122729108
2019/11/10,12:27:32,CVNAVR101FC01007619007579037441325140270396+031017027461-04070122730108
2019/11/10,12:27:33,CVNAVR101FC01007624007584037441326140270378+031016627461-04070122731108
2019/11/10,12:27:34,CVNAVR101FC01007629007589037441328140270359+031016027461-04070122732108
2019/11/10,12:27:36,CVNAVR101FC01007634007594037441328140270343+031016127461-04070122733108
2019/11/10,12:27:36,CVNAVR101FC01007635007595037441329140270325+031016327461-04070122734108
2019/11/10,12:27:37,CVNAVR101FC01007639007599037441331140270306+031016527461-04070122735108
2019/11/10,12:27:38,CVNAVR101FC01007644007604037441332140270284+031016627461-04070122736108
2019/11/10,12:27:39,CVNAVR101FC01007649007609037441334140270265+031016827461-04070122737108
2019/11/10,12:27:40,CVNAVR101FC01007654007614037441334140270246+031016627461-04070122738108
2019/11/10,12:27:41,CVNAVR101FC01007659007619037441335140270231+031016327461-04070122739108
2019/11/10,12:27:42,CVNAVR101FC01007664007624037441337140270212+031016227461-04070122740108
2019/11/10,12:27:43,CVNAVR101FC01007669007629037441337140270193+032016227461-04070122741108
2019/11/10,12:27:44,CVNAVR101FC01007674007634037441339140270175+032016227461-04070122742108
2019/11/10,12:27:45,CVNAVR101FC01007679007639037441340140270156+032016327461-04070122743108
2019/11/10,12:27:46,CVNAVR101FC01007684007644037441342140270137+031016427461-04070122744108
2019/11/10,12:27:47,CVNAVR101FC01007689007649037441343140270118+032016427461-04070122745108
2019/11/10,12:27:48,CVNAVR101FC01007694007654037441343140270100+032016427494-04070122746108
2019/11/10,12:27:49,CVNAVR101FC01007699007659037441345140270081+032016527494-04070122747108
2019/11/10,12:27:50,CVNAVR101FC01007699007659037441346140270062+032016527494-04070122748107
2019/11/10,12:27:51,CVNAVR101FC01007704007664037441348140270043+032016327494-04070122749108
2019/11/10,12:27:52,CVNAVR101FC01007709007669037441350140270025+032016227494-04070122750108
2019/11/10,12:27:53,CVNAVR101FC01007714007674037441350140270006+032016227494-04070122751108
2019/11/10,12:27:54,CVNAVR101FC01007719007679037441351140265990+032016127494-04070122752108
2019/11/10,12:27:55,CVNAVR101FC01007724007684037441353140265971+032016027494-04070122753108
2019/11/10,12:27:56,CVNAVR101FC01007729007689037441354140265953+032016227494-04070122754108
2019/11/10,12:27:57,CVNAVR101FC01007734007694037441356140265934+032016927494-04070122755108
2019/11/10,12:27:58,CVNAVR101FC01007739007699037441357140265912+032017427494-04070122756107
2019/11/10,12:27:59,CVNAVR101FC01007744007704037441359140265893+032017527494-04070122757107
2019/11/10,12:28:00,CVNAVR101FC01007749007709037441359140265871+033017527494-04070122758108
2019/11/10,12:28:01,CVNAVR101FC01007754007714037441360140265853+032017727494-04070122759107
2019/11/10,12:28:02,CVNAVR101FC01007759007719037441362140265831+033017827494-04070122800107
2019/11/10,12:28:03,CVNAVR101FC01007764007724037441364140265812+033017827494-04070122801107
2019/11/10,12:28:04,CVNAVR101FC01007769007729037441365140265793+033017627494-04070122802108
2019/11/10,12:28:05,CVNAVR101FC01007774007734037441367140265771+032017527494-04070122803107
2019/11/10,12:28:06,CVNAVR101FC01007779007739037441368140265753+032017427494-04070122804107
2019/11/10,12:28:08,CVNAVR101FC01007784007744037441368140265734+033017327453-04070122805108
2019/11/10,12:28:08,CVNAVR101FC01007789007749037441370140265712+033017227453-04070122806108
2019/11/10,12:28:09,CVNAVR101FC01007794007754037441371140265693+033017127453-04070122807108
2019/11/10,12:28:10,CVNAVR101FC01007799007759037441373140265675+033017127453-04070122808108
2019/11/10,12:28:11,CVNAVR101FC01007799007759037441375140265656+033017027453-04070122809108
2019/11/10,12:28:12,CVNAVR101FC01007804007764037441375140265637+033017027453-04070122810108
2019/11/10,12:28:13,CVNAVR101FC01007809007769037441376140265618+033016827453-04070122811108
2019/11/10,12:28:14,CVNAVR101FC01007814007774037441378140265600+033016727453-04070122812108
2019/11/10,12:28:15,CVNAVR101FC01007819007779037441378140265581+033016627437-04070122813107
2019/11/10,12:28:16,CVNAVR101FC01007824007784037441379140265562+033016527437-04070122814108
2019/11/10,12:28:17,CVNAVR101FC01007829007789037441381140265543+033016427437-04070122815108
2019/11/10,12:28:18,CVNAVR101FC01007834007794037441382140265525+033016327437-04070122816108
2019/11/10,12:28:19,CVNAVR101FC01007839007799037441384140265506+033016327437-04070122817108
2019/11/10,12:28:20,CVNAVR101FC01007844007804037441384140265487+033016227437-04070122818108
2019/11/10,12:28:21,CVNAVR101FC01007849007809037441385140265468+032016327437-04070122819108
2019/11/10,12:28:22,CVNAVR101FC01007854007814037441387140265450+032016327437-04070122820108
2019/11/10,12:28:23,CVNAVR101FC01007854007814037441387140265431+032016527437-04070122821108
2019/11/10,12:28:24,CVNAVR101FC01007859007819037441389140265412+032016627437-04070122822108
2019/11/10,12:28:25,CVNAVR101FC01007864007824037441390140265393+032016827437-04070122823108
2019/11/10,12:28:26,CVNAVR101FC01007869007829037441390140265375+033016927437-04070122824108
2019/11/10,12:28:27,CVNAVR101FC01007874007834037441392140265356+033017127437-04070122825108
2019/11/10,12:28:28,CVNAVR101FC01007879007839037441393140265334+033017227437-04070122826108
2019/11/10,12:28:29,CVNAVR101FC01007884007844037441395140265315+033017327437-04070122827108
2019/11/10,12:28:30,CVNAVR101FC01007889007849037441396140265296+033017427437-04070122828108
2019/11/10,12:28:31,CVNAVR101FC01007894007854037441396140265275+034017427437-04070122829108
2019/11/10,12:28:32,CVNAVR101FC01007899007859037441398140265256+034017427437-04070122830108
2019/11/10,12:28:33,CVNAVR101FC01007904007864037441400140265237+033017327437-04070122831108
2019/11/10,12:28:34,CVNAVR101FC01007909007869037441401140265218+033017227437-04070122832108
2019/11/10,12:28:35,CVNAVR101FC01007914007874037441403140265196+033017227437-04070122833108
2019/11/10,12:28:36,CVNAVR101FC01007919007879037441403140265178+033017227437-04070122834108
2019/11/10,12:28:37,CVNAVR101FC01007924007884037441404140265159+033017427456-04070122835108
2019/11/10,12:28:38,CVNAVR101FC01007929007889037441406140265137+033017627456-04070122836108
2019/11/10,12:28:39,CVNAVR101FC01007934007894037441407140265118+033017827456-04070122837108
2019/11/10,12:28:40,CVNAVR101FC01007940007900037441409140265096+033018027456-04070122838108
2019/11/10,12:28:41,CVNAVR101FC01007945007905037441409140265075+033018227456-04070122839108
2019/11/10,12:28:42,CVNAVR101FC01007950007910037441410140265056+033018327456-04070122840108
2019/11/10,12:28:43,CVNAVR101FC01007955007915037441412140265034+034018327456-04070122841108
2019/11/10,12:28:44,CVNAVR101FC01007960007920037441414140265012+034018327456-04070122842108
2019/11/10,12:28:45,CVNAVR101FC01007965007925037441415140264993+034018027456-04070122843108
2019/11/10,12:28:46,CVNAVR101FC01007969007929037441415140264975+034017827456-04070122844108
2019/11/10,12:28:47,CVNAVR101FC01007975007935037441417140264953+034018127456-04070122845108
2019/11/10,12:28:48,CVNAVR101FC01007980007940037441418140264931+034018227456-04070122846108
2019/11/10,12:28:49,CVNAVR101FC01007984007944037441420140264912+034017827456-04070122847108
2019/11/10,12:28:50,CVNAVR101FC01007989007949037441421140264893+034016927456-04070122848108
2019/11/10,12:28:51,CVNAVR101FC01007994007954037441421140264875+034016427456-04070122849108
2019/11/10,12:28:52,CVNAVR101FC01007994007954037441423140264856+034016427456-04070122850108
2019/11/10,12:28:53,CVNAVR101FC01007999007959037441425140264837+034016627456-04070122851108
2019/11/10,12:28:54,CVNAVR101FC01008004007964037441426140264818+034016527456-04070122852108
2019/11/10,12:28:55,CVNAVR101FC01008009007969037441428140264800+034016527456-04070122853108
2019/11/10,12:28:56,CVNAVR101FC01008014007974037441428140264784+034016427456-04070122854108
2019/11/10,12:28:57,CVNAVR101FC01008019007979037441429140264765+034016327456-04070122855108
2019/11/10,12:28:58,CVNAVR101FC01008024007984037441431140264746+034016327456-04070122856108
2019/11/10,12:28:59,CVNAVR101FC01008029007989037441431140264728+034015627456-04070122857108
2019/11/10,12:29:00,CVNAVR101FC01008033007993037441432140264712+034014427456-04070122858108
2019/11/10,12:29:01,CVNAVR101FC01008033007993037441434140264700+034013427456-04070122859108
2019/11/10,12:29:02,CVNAVR101FC01008038007998037441434140264687+034012727456-04070122900108
2019/11/10,12:29:03,CVNAVR101FC01008043008003037441435140264671+034012727456-04070122901108
2019/11/10,12:29:04,CVNAVR101FC01008043008003037441437140264656+034013927456-04070122902108
2019/11/10,12:29:05,CVNAVR101FC01008049008009037441437140264637+035015327456-04070122903108
2019/11/10,12:29:06,CVNAVR101FC01008054008014037441439140264615+034016427456-04070122904108
2019/11/10,12:29:07,CVNAVR101FC01008059008019037441440140264596+034017227456-04070122905108
2019/11/10,12:29:08,CVNAVR101FC01008064008024037441442140264575+034017727456-04070122906108
2019/11/10,12:29:09,CVNAVR101FC01008069008029037441443140264553+034017927456-04070122907108
2019/11/10,12:29:10,CVNAVR101FC01008074008034037441443140264534+034017927456-04070122908108
2019/11/10,12:29:11,CVNAVR101FC01008079008039037441445140264515+034017727456-04070122909108
2019/11/10,12:29:12,CVNAVR101FC01008084008044037441446140264493+035017527456-04070122910108
2019/11/10,12:29:13,CVNAVR101FC01008089008049037441448140264475+035017427456-04070122911108
2019/11/10,12:29:14,CVNAVR101FC01008094008054037441450140264456+035017127456-04070122912108
2019/11/10,12:29:15,CVNAVR101FC01008099008059037441450140264437+035016827456-04070122913108
2019/11/10,12:29:17,CVNAVR101FC01008104008064037441451140264418+035016527456-04070122914108
2019/11/10,12:29:17,CVNAVR101FC01008109008069037441453140264400+035016127456-04070122915108
2019/11/10,12:29:18,CVNAVR101FC01008114008074037441453140264384+035015827533-04070122916108
2019/11/10,12:29:19,CVNAVR101FC01008119008079037441454140264365+035015827533-04070122917108
2019/11/10,12:29:20,CVNAVR101FC01008124008084037441456140264346+035015727533-04070122918108
2019/11/10,12:29:21,CVNAVR101FC01008129008089037441457140264331+036015727533-04070122919108
2019/11/10,12:29:22,CVNAVR101FC01008129008089037441459140264312+036016227533-04070122920108
2019/11/10,12:29:23,CVNAVR101FC01008134008094037441460140264290+036017127533-04070122921108
2019/11/10,12:29:24,CVNAVR101FC01008139008099037441462140264268+036017627533-04070122922108
2019/11/10,12:29:25,CVNAVR101FC01008144008104037441464140264250+036017827533-04070122923108
2019/11/10,12:29:26,CVNAVR101FC01008149008109037441465140264228+036017827533-04070122924108
2019/11/10,12:29:27,CVNAVR101FC01008154008114037441467140264209+036017827533-04070122925108
2019/11/10,12:29:28,CVNAVR101FC01008159008119037441468140264187+036017927533-04070122926108
2019/11/10,12:29:29,CVNAVR101FC01008165008125037441470140264168+037018027533-04070122927108
2019/11/10,12:29:30,CVNAVR101FC01008170008130037441471140264146+037018027533-04070122928108
2019/11/10,12:29:31,CVNAVR101FC01008175008135037441473140264128+037018027533-04070122929108
2019/11/10,12:29:32,CVNAVR101FC01008180008140037441475140264106+037018027415-04070122930108
2019/11/10,12:29:33,CVNAVR101FC01008185008145037441475140264087+037018027415-04070122931108
2019/11/10,12:29:34,CVNAVR101FC01008189008149037441476140264065+037017927415-04070122932108
2019/11/10,12:29:35,CVNAVR101FC01008194008154037441478140264046+037017727415-04070122933108
2019/11/10,12:29:36,CVNAVR101FC01008199008159037441478140264028+037017527415-04070122934108
2019/11/10,12:29:37,CVNAVR101FC01008204008164037441479140264006+037017427415-04070122935108
2019/11/10,12:29:38,CVNAVR101FC01008209008169037441481140263987+037017327415-04070122936108
2019/11/10,12:29:39,CVNAVR101FC01008214008174037441481140263968+037017127415-04070122937108
2019/11/10,12:29:40,CVNAVR101FC01008219008179037441482140263950+037017027415-04070122938108
2019/11/10,12:29:41,CVNAVR101FC01008224008184037441484140263931+037016827415-04070122939108
2019/11/10,12:29:42,CVNAVR101FC01008229008189037441485140263912+037016427415-04070122940108
2019/11/10,12:29:43,CVNAVR101FC01008234008194037441485140263893+037016127035-04070122941108
2019/11/10,12:29:44,CVNAVR101FC01008239008199037441485140263878+037015827035-04070122942108
2019/11/10,12:29:45,CVNAVR101FC01008244008204037441485140263859+037015627035-04070122943108
2019/11/10,12:29:46,CVNAVR101FC01008244008204037441485140263840+037015627035-04070122944108
2019/11/10,12:29:47,CVNAVR101FC01008249008209037441487140263825+037015927035-04070122945108
2019/11/10,12:29:48,CVNAVR101FC01008254008214037441487140263809+037016127035-04070122946108
2019/11/10,12:29:49,CVNAVR101FC01008259008219037441487140263790+037016427035-04070122947108
2019/11/10,12:29:50,CVNAVR101FC01008264008224037441487140263775+037016727035-04070122948108
2019/11/10,12:29:51,CVNAVR101FC01008269008229037441487140263756+036016827035-04070122949108
2019/11/10,12:29:52,CVNAVR101FC01008269008229037441487140263740+036016927035-04070122950108
2019/11/10,12:29:53,CVNAVR101FC01008274008234037441487140263721+036017027035-04070122951108
2019/11/10,12:29:54,CVNAVR101FC01008279008239037441487140263703+036017127035-04070122952108
2019/11/10,12:29:55,CVNAVR101FC01008284008244037441487140263687+036017227035-04070122953108
2019/11/10,12:29:56,CVNAVR101FC01008289008249037441487140263668+036017127035-04070122954107
2019/11/10,12:29:57,CVNAVR101FC01008294008254037441487140263650+036017127035-04070122955108
2019/11/10,12:29:58,CVNAVR101FC01008299008259037441487140263634+036017027035-04070122956108
2019/11/10,12:29:59,CVNAVR101FC01008299008259037441487140263618+036016827035-04070122957108
2019/11/10,12:30:00,CVNAVR101FC01008304008264037441487140263600+036016527035-04070122958108
2019/11/10,12:30:01,CVNAVR101FC01008309008269037441487140263584+036016227035-04070122959108
2019/11/10,12:30:02,CVNAVR101FC01008314008274037441487140263568+036016027035-04070123000108
2019/11/10,12:30:03,CVNAVR101FC01008319008279037441487140263553+036015727035-04070123001108
2019/11/10,12:30:04,CVNAVR101FC01008324008284037441487140263537+036015627035-04070123002108
2019/11/10,12:30:05,CVNAVR101FC01008324008284037441487140263518+036015627035-04070123003107
2019/11/10,12:30:06,CVNAVR101FC01008329008289037441487140263500+036016126893-04070123004107
2019/11/10,12:30:07,CVNAVR101FC01008334008294037441487140263478+036016726893-04070123005106
2019/11/10,12:30:08,CVNAVR101FC01008344008304037441487140263453+036017326893-04070123006107
2019/11/10,12:30:09,CVNAVR101FC01008349008309037441487140263428+036017826893-04070123007107
2019/11/10,12:30:10,CVNAVR101FC01008355008315037441485140263403+036018026893-04070123008106
2019/11/10,12:30:11,CVNAVR101FC01008360008320037441485140263381+036018226940-04070123009107
2019/11/10,12:30:12,CVNAVR101FC01008365008325037441485140263359+036018326940-04070123010107
2019/11/10,12:30:13,CVNAVR101FC01008370008330037441485140263337+036018426940-04070123011108
