ì˙ït,,,,,NAVIÉfÅ[É^,ë¨ìxÉiÉ},éûä‘ÉiÉ},éûä‘,NAV/GPS,ë¨ìx(km/h),à‹ìx,åoìx
2019/11/10,31:38.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363733303032363639303033373434343536303134303233303237312B3133363031393031363039342D303430373031333331333831313503,30313930,3.13333E+11,13:31:38,GPS,19,37ìx44ï™45.6ïb,140ìx23ï™2.71ïb
2019/11/10,31:40.8,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363733353032363639353033373434343534333134303233303237382B3133363031383931363036342D303430373031333331333931313503,30313839,3.13333E+11,13:31:39,GPS,18.9,37ìx44ï™45.43ïb,140ìx23ï™2.78ïb
2019/11/10,31:40.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363734303032363730303033373434343532363134303233303238312B3133363031383931363032372D303430373031333331343031313503,30313839,3.13333E+11,13:31:40,GPS,18.9,37ìx44ï™45.26ïb,140ìx23ï™2.81ïb
2019/11/10,31:41.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363734353032363730353033373434343531303134303233303238372B3133363031393031363030342D303430373031333331343131313503,30313930,3.13333E+11,13:31:41,GPS,19,37ìx44ï™45.1ïb,140ìx23ï™2.87ïb
2019/11/10,31:42.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363735303032363731303033373434343439333134303233303239302B3133363031383931353937372D303430373031333331343231313503,30313839,3.13333E+11,13:31:42,GPS,18.9,37ìx44ï™44.93ïb,140ìx23ï™2.9ïb
2019/11/10,31:43.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363735353032363731353033373434343437383134303233303239332B3133363031383931353938332D303430373031333331343331313503,30313839,3.13333E+11,13:31:43,GPS,18.9,37ìx44ï™44.78ïb,140ìx23ï™2.93ïb
2019/11/10,31:44.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363736303032363732303033373434343435393134303233303330302B3133363031383831353939382D303430373031333331343431313503,30313838,3.13333E+11,13:31:44,GPS,18.8,37ìx44ï™44.59ïb,140ìx23ï™3ïb
2019/11/10,31:46.6,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363736353032363732353033373434343434333134303233303330332B3133363031383731353939372D303430373031333331343531313503,30313837,3.13333E+11,13:31:45,GPS,18.7,37ìx44ï™44.43ïb,140ìx23ï™3.03ïb
2019/11/10,31:46.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363737303032363733303033373434343432383134303233303330362B3133363031383531353938392D303430373031333331343631313503,30313835,3.13333E+11,13:31:46,GPS,18.5,37ìx44ï™44.28ïb,140ìx23ï™3.06ïb
2019/11/10,31:47.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363737353032363733353033373434343431303134303233303331322B3133363031383331353936382D303430373031333331343731313503,30313833,3.13333E+11,13:31:47,GPS,18.3,37ìx44ï™44.1ïb,140ìx23ï™3.12ïb
2019/11/10,31:48.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363738303032363734303033373434343339333134303233303331352B3133373031383231353933322D303430373031333331343831313503,30313832,3.13333E+11,13:31:48,GPS,18.2,37ìx44ï™43.93ïb,140ìx23ï™3.15ïb
2019/11/10,31:49.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363738353032363734353033373434343337383134303233303331382B3133373031383231353933372D303430373031333331343931313503,30313832,3.13333E+11,13:31:49,GPS,18.2,37ìx44ï™43.78ïb,140ìx23ï™3.18ïb
2019/11/10,31:50.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363739303032363735303033373434343336323134303233303332352B3133373031383131353935352D303430373031333331353031313503,30313831,3.13333E+11,13:31:50,GPS,18.1,37ìx44ï™43.62ïb,140ìx23ï™3.25ïb
2019/11/10,31:51.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363739353032363735353033373434343334363134303233303332382B3133373031383031353939302D303430373031333331353131313503,30313830,3.13333E+11,13:31:51,GPS,18,37ìx44ï™43.46ïb,140ìx23ï™3.28ïb
2019/11/10,31:52.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363739393032363735393033373434343332393134303233303333342B3133383031373931363032342D303430373031333331353231313503,30313739,3.13333E+11,13:31:52,GPS,17.9,37ìx44ï™43.29ïb,140ìx23ï™3.34ïb
2019/11/10,31:53.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363830343032363736343033373434343331343134303233303333372B3133373031373831363035392D303430373031333331353331313503,30313738,3.13333E+11,13:31:53,GPS,17.8,37ìx44ï™43.14ïb,140ìx23ï™3.37ïb
2019/11/10,31:54.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363830393032363736393033373434343330303134303233303334302B3133363031373831363038332D303430373031333331353431313503,30313738,3.13333E+11,13:31:54,GPS,17.8,37ìx44ï™43ïb,140ìx23ï™3.4ïb
2019/11/10,31:55.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363831343032363737343033373434343238343134303233303334362B3133373031373731363130362D303430373031333331353531313503,30313737,3.13333E+11,13:31:55,GPS,17.7,37ìx44ï™42.84ïb,140ìx23ï™3.46ïb
2019/11/10,31:56.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363831393032363737393033373434343236373134303233303335302B3133373031373631363130352D303430373031333331353631313503,30313736,3.13333E+11,13:31:56,GPS,17.6,37ìx44ï™42.67ïb,140ìx23ï™3.5ïb
2019/11/10,31:57.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363832343032363738343033373434343235313134303233303335332B3133373031373331363039372D303430373031333331353731313503,30313733,3.13333E+11,13:31:57,GPS,17.3,37ìx44ï™42.51ïb,140ìx23ï™3.53ïb
2019/11/10,31:58.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363832393032363738393033373434343233373134303233303335362B3133373031373431363130392D303430373031333331353831313503,30313734,3.13333E+11,13:31:58,GPS,17.4,37ìx44ï™42.37ïb,140ìx23ï™3.56ïb
2019/11/10,31:59.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363833343032363739343033373434343232303134303233303335392B3133373031373731363130382D303430373031333331353931313503,30313737,3.13333E+11,13:31:59,GPS,17.7,37ìx44ï™42.2ïb,140ìx23ï™3.59ïb
2019/11/10,32:00.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363833393032363739393033373434343230343134303233303336352B3133383031373931363039362D303430373031333332303031313503,30313739,3.13333E+11,13:32:00,GPS,17.9,37ìx44ï™42.04ïb,140ìx23ï™3.65ïb
2019/11/10,32:01.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363834353032363830353033373434343138373134303233303336382B3133383031383131363131362D303430373031333332303131313503,30313831,3.13333E+11,13:32:01,GPS,18.1,37ìx44ï™41.87ïb,140ìx23ï™3.68ïb
2019/11/10,32:02.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363835303032363831303033373434343137313134303233303337312B3133383031383231363130362D303430373031333332303231313503,30313832,3.13333E+11,13:32:02,GPS,18.2,37ìx44ï™41.71ïb,140ìx23ï™3.71ïb
2019/11/10,32:03.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363835353032363831353033373434343135343134303233303337352B3133383031383431363132302D303430373031333332303331313503,30313834,3.13333E+11,13:32:03,GPS,18.4,37ìx44ï™41.54ïb,140ìx23ï™3.75ïb
2019/11/10,32:04.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363836303032363832303033373434343134303134303233303338312B3133383031383431363132362D303430373031333332303431313503,30313834,3.13333E+11,13:32:04,GPS,18.4,37ìx44ï™41.4ïb,140ìx23ï™3.81ïb
2019/11/10,32:05.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363836353032363832353033373434343132333134303233303338342B3133383031383431363133332D303430373031333332303531313503,30313834,3.13333E+11,13:32:05,GPS,18.4,37ìx44ï™41.23ïb,140ìx23ï™3.84ïb
2019/11/10,32:06.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363837303032363833303033373434343130373134303233303338372B3133373031383531363133312D303430373031333332303631313503,30313835,3.13333E+11,13:32:06,GPS,18.5,37ìx44ï™41.07ïb,140ìx23ï™3.87ïb
2019/11/10,32:07.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363837353032363833353033373434343039323134303233303339302B3133373031383531363132382D303430373031333332303731313503,30313835,3.13333E+11,13:32:07,GPS,18.5,37ìx44ï™40.92ïb,140ìx23ï™3.9ïb
2019/11/10,32:08.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363838303032363834303033373434343037353134303233303339362B3133363031383431363130312D303430373031333332303831313503,30313834,3.13333E+11,13:32:08,GPS,18.4,37ìx44ï™40.75ïb,140ìx23ï™3.96ïb
2019/11/10,32:09.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363838353032363834353033373434343035393134303233303430302B3133373031383431363036312D303430373031333332303931313503,30313834,3.13333E+11,13:32:09,GPS,18.4,37ìx44ï™40.59ïb,140ìx23ï™4ïb
2019/11/10,32:10.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363839303032363835303033373434343034323134303233303430332B3133373031383431363035332D303430373031333332313031313503,30313834,3.13333E+11,13:32:10,GPS,18.4,37ìx44ï™40.42ïb,140ìx23ï™4.03ïb
2019/11/10,32:11.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363839353032363835353033373434343032363134303233303430392B3133373031383531363037352D303430373031333332313131313503,30313835,3.13333E+11,13:32:11,GPS,18.5,37ìx44ï™40.26ïb,140ìx23ï™4.09ïb
2019/11/10,32:12.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363930303032363836303033373434343030393134303233303431322B3133373031383531363039322D303430373031333332313231313503,30313835,3.13333E+11,13:32:12,GPS,18.5,37ìx44ï™40.09ïb,140ìx23ï™4.12ïb
2019/11/10,32:13.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363930353032363836353033373434333939333134303233303431352B3133373031383531363033302D303430373031333332313331313503,30313835,3.13333E+11,13:32:13,GPS,18.5,37ìx44ï™39.93ïb,140ìx23ï™4.15ïb
2019/11/10,32:14.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363931303032363837303033373434333937383134303233303432312B3133373031383531363034322D303430373031333332313431313503,30313835,3.13333E+11,13:32:14,GPS,18.5,37ìx44ï™39.78ïb,140ìx23ï™4.21ïb
2019/11/10,32:15.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363931353032363837353033373434333936323134303233303432352B3133373031383531363038372D303430373031333332313531313503,30313835,3.13333E+11,13:32:15,GPS,18.5,37ìx44ï™39.62ïb,140ìx23ï™4.25ïb
2019/11/10,32:16.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363932303032363838303033373434333934363134303233303432382B3133363031383431363034322D303430373031333332313631313503,30313834,3.13333E+11,13:32:16,GPS,18.4,37ìx44ï™39.46ïb,140ìx23ï™4.28ïb
2019/11/10,32:17.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363932353032363838353033373434333932393134303233303433342B3133363031383431363037302D303430373031333332313731313503,30313834,3.13333E+11,13:32:17,GPS,18.4,37ìx44ï™39.29ïb,140ìx23ï™4.34ïb
2019/11/10,32:18.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363933303032363839303033373434333931343134303233303433372B3133373031383431363037312D303430373031333332313831313503,30313834,3.13333E+11,13:32:18,GPS,18.4,37ìx44ï™39.14ïb,140ìx23ï™4.37ïb
2019/11/10,32:19.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363933353032363839353033373434333839363134303233303434302B3133363031383431353939362D303430373031333332313931313503,30313834,3.13333E+11,13:32:19,GPS,18.4,37ìx44ï™38.96ïb,140ìx23ï™4.4ïb
2019/11/10,32:20.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363934303032363930303033373434333838313134303233303434362B3133363031383431353932312D303430373031333332323031313503,30313834,3.13333E+11,13:32:20,GPS,18.4,37ìx44ï™38.81ïb,140ìx23ï™4.46ïb
2019/11/10,32:21.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363934353032363930353033373434333836343134303233303435302B3133363031383531353835342D303430373031333332323131313503,30313835,3.13333E+11,13:32:21,GPS,18.5,37ìx44ï™38.64ïb,140ìx23ï™4.5ïb
2019/11/10,32:22.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363935303032363931303033373434333834383134303233303435362B3133363031383531353930322D303430373031333332323231313503,30313835,3.13333E+11,13:32:22,GPS,18.5,37ìx44ï™38.48ïb,140ìx23ï™4.56ïb
2019/11/10,32:23.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363935353032363931353033373434333833323134303233303435392B3133363031383431353931392D303430373031333332323331313503,30313834,3.13333E+11,13:32:23,GPS,18.4,37ìx44ï™38.32ïb,140ìx23ï™4.59ïb
2019/11/10,32:25.2,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363936303032363932303033373434333831353134303233303436352B3133363031383431363032322D303430373031333332323431313503,30313834,3.13333E+11,13:32:24,GPS,18.4,37ìx44ï™38.15ïb,140ìx23ï™4.65ïb
2019/11/10,32:25.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363936353032363932353033373434333739383134303233303436382B3133363031383331363036362D303430373031333332323531313503,30313833,3.13333E+11,13:32:25,GPS,18.3,37ìx44ï™37.98ïb,140ìx23ï™4.68ïb
2019/11/10,32:26.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363937303032363933303033373434333738323134303233303437312B3133353031383331363038372D303430373031333332323631313503,30313833,3.13333E+11,13:32:26,GPS,18.3,37ìx44ï™37.82ïb,140ìx23ï™4.71ïb
2019/11/10,32:27.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032363937353032363933353033373434333736373134303233303437382B3133353031383231363131332D303430373031333332323731313503,30313832,3.13333E+11,13:32:27,GPS,18.2,37ìx44ï™37.67ïb,140ìx23ï™4.78ïb
2019/11/10,32:28.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363938303032363934303033373434333735313134303233303438312B3133353031383231363132302D303430373031333332323831313503,30313832,3.13333E+11,13:32:28,GPS,18.2,37ìx44ï™37.51ïb,140ìx23ï™4.81ïb
2019/11/10,32:29.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363938353032363934353033373434333733343134303233303438342B3133353031383231363130392D303430373031333332323931313503,30313832,3.13333E+11,13:32:29,GPS,18.2,37ìx44ï™37.34ïb,140ìx23ï™4.84ïb
2019/11/10,32:30.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363939303032363935303033373434333731383134303233303439302B3133353031383231363035372D303430373031333332333031313503,30313832,3.13333E+11,13:32:30,GPS,18.2,37ìx44ï™37.18ïb,140ìx23ï™4.9ïb
2019/11/10,32:31.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032363939353032363935353033373434333730313134303233303439332B3133353031383231363031392D303430373031333332333131313503,30313832,3.13333E+11,13:32:31,GPS,18.2,37ìx44ï™37.01ïb,140ìx23ï™4.93ïb
2019/11/10,32:33.0,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032373030303032363936303033373434333638353134303233303439362B3133353031383231363034322D303430373031333332333231313503,30313832,3.13333E+11,13:32:32,GPS,18.2,37ìx44ï™36.85ïb,140ìx23ï™4.96ïb
2019/11/10,32:34.0,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032373030353032363936353033373434333636383134303233303530332B3133353031383231363036362D303430373031333332333331313503,30313832,3.13333E+11,13:32:33,GPS,18.2,37ìx44ï™36.68ïb,140ìx23ï™5.03ïb
2019/11/10,32:34.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373031303032363937303033373434333635333134303233303530362B3133353031383231363035342D303430373031333332333431313503,30313832,3.13333E+11,13:32:34,GPS,18.2,37ìx44ï™36.53ïb,140ìx23ï™5.06ïb
2019/11/10,32:35.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373031353032363937353033373434333633373134303233303530392B3133353031383231363035382D303430373031333332333531313503,30313832,3.13333E+11,13:32:35,GPS,18.2,37ìx44ï™36.37ïb,140ìx23ï™5.09ïb
2019/11/10,32:36.9,[INFO],[tid:,31][eid:,0]02435647505352303031464330313032373032303032363938303033373434333632313134303233303531352B3133343031383231363037322D303430373031333332333631313503,30313832,3.13333E+11,13:32:36,GPS,18.2,37ìx44ï™36.21ïb,140ìx23ï™5.15ïb
2019/11/10,32:37.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373032353032363938353033373434333630363134303233303531382B3133343031383231363034382D303430373031333332333731313503,30313832,3.13333E+11,13:32:37,GPS,18.2,37ìx44ï™36.06ïb,140ìx23ï™5.18ïb
2019/11/10,32:38.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373033303032363939303033373434333539303134303233303532312B3133343031383131363033352D303430373031333332333831313503,30313831,3.13333E+11,13:32:38,GPS,18.1,37ìx44ï™35.9ïb,140ìx23ï™5.21ïb
2019/11/10,32:39.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373033353032363939353033373434333537353134303233303532382B3133333031383131363034392D303430373031333332333931313503,30313831,3.13333E+11,13:32:39,GPS,18.1,37ìx44ï™35.75ïb,140ìx23ï™5.28ïb
2019/11/10,32:40.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373034303032373030303033373434333535373134303233303533312B3133343031383131363035302D303430373031333332343031313503,30313831,3.13333E+11,13:32:40,GPS,18.1,37ìx44ï™35.57ïb,140ìx23ï™5.31ïb
2019/11/10,32:41.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373034353032373030353033373434333534303134303233303533342B3133353031383131363036312D303430373031333332343131313503,30313831,3.13333E+11,13:32:41,GPS,18.1,37ìx44ï™35.4ïb,140ìx23ï™5.34ïb
2019/11/10,32:42.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373035303032373031303033373434333532353134303233303533372B3133353031383231363037382D303430373031333332343231313503,30313832,3.13333E+11,13:32:42,GPS,18.2,37ìx44ï™35.25ïb,140ìx23ï™5.37ïb
2019/11/10,32:43.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373035353032373031353033373434333530393134303233303534302B3133343031383131363133382D303430373031333332343331313503,30313831,3.13333E+11,13:32:43,GPS,18.1,37ìx44ï™35.09ïb,140ìx23ï™5.4ïb
2019/11/10,32:44.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373036303032373032303033373434333439333134303233303534362B3133343031383331363133322D303430373031333332343431313503,30313833,3.13333E+11,13:32:44,GPS,18.3,37ìx44ï™34.93ïb,140ìx23ï™5.46ïb
2019/11/10,32:45.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373036353032373032353033373434333437383134303233303535302B3133343031383231363039332D303430373031333332343531313503,30313832,3.13333E+11,13:32:45,GPS,18.2,37ìx44ï™34.78ïb,140ìx23ï™5.5ïb
2019/11/10,32:46.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373036393032373032393033373434333436323134303233303535332B3133343031373831363034332D303430373031333332343631313503,30313738,3.13333E+11,13:32:46,GPS,17.8,37ìx44ï™34.62ïb,140ìx23ï™5.53ïb
2019/11/10,32:47.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373037343032373033343033373434333434363134303233303535362B3133333031373831363031302D303430373031333332343731313503,30313738,3.13333E+11,13:32:47,GPS,17.8,37ìx44ï™34.46ïb,140ìx23ï™5.56ïb
2019/11/10,32:48.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373037393032373033393033373434333433313134303233303536322B3133333031373831363030302D303430373031333332343831313503,30313738,3.13333E+11,13:32:48,GPS,17.8,37ìx44ï™34.31ïb,140ìx23ï™5.62ïb
2019/11/10,32:49.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373038343032373034343033373434333431353134303233303536352B3133333031373731363032342D303430373031333332343931313503,30313737,3.13333E+11,13:32:49,GPS,17.7,37ìx44ï™34.15ïb,140ìx23ï™5.65ïb
2019/11/10,32:50.9,[INFO],[tid:,28][eid:,0]02435647505352303031464330313032373038393032373034393033373434333430303134303233303536382B3133333031373731353936352D303430373031333332353031313503,30313737,3.13333E+11,13:32:50,GPS,17.7,37ìx44ï™34ïb,140ìx23ï™5.68ïb
2019/11/10,32:51.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373039343032373035343033373434333338353134303233303537352B3133333031373731353939332D303430373031333332353131313503,30313737,3.13333E+11,13:32:51,GPS,17.7,37ìx44ï™33.85ïb,140ìx23ï™5.75ïb
2019/11/10,32:52.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373039393032373035393033373434333337303134303233303537382B3133343031373831363032352D303430373031333332353231313503,30313738,3.13333E+11,13:32:52,GPS,17.8,37ìx44ï™33.7ïb,140ìx23ï™5.78ïb
2019/11/10,32:53.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373130343032373036343033373434333335343134303233303538342B3133333031373731363036342D303430373031333332353331313503,30313737,3.13333E+11,13:32:53,GPS,17.7,37ìx44ï™33.54ïb,140ìx23ï™5.84ïb
2019/11/10,32:54.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373130393032373036393033373434333333393134303233303538372B3133333031373631363039372D303430373031333332353431313503,30313736,3.13333E+11,13:32:54,GPS,17.6,37ìx44ï™33.39ïb,140ìx23ï™5.87ïb
2019/11/10,32:55.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373131343032373037343033373434333332333134303233303539302B3133333031373731363131302D303430373031333332353531313503,30313737,3.13333E+11,13:32:55,GPS,17.7,37ìx44ï™33.23ïb,140ìx23ï™5.9ïb
2019/11/10,32:56.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373131393032373037393033373434333330373134303233303539362B3133333031373631363132372D303430373031333332353631313503,30313736,3.13333E+11,13:32:56,GPS,17.6,37ìx44ï™33.07ïb,140ìx23ï™5.96ïb
2019/11/10,32:57.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373131393032373037393033373434333239333134303233303630302B3133323031373531363131392D303430373031333332353731313503,30313735,3.13333E+11,13:32:57,GPS,17.5,37ìx44ï™32.93ïb,140ìx23ï™6ïb
2019/11/10,32:58.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373132343032373038343033373434333237383134303233303630332B3133333031373531363037382D303430373031333332353831313503,30313735,3.13333E+11,13:32:58,GPS,17.5,37ìx44ï™32.78ïb,140ìx23ï™6.03ïb
2019/11/10,32:59.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373132393032373038393033373434333236323134303233303630362B3133333031373531363036342D303430373031333332353931313503,30313735,3.13333E+11,13:32:59,GPS,17.5,37ìx44ï™32.62ïb,140ìx23ï™6.06ïb
2019/11/10,33:00.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373133343032373039343033373434333234363134303233303630392B3133333031373531363033372D303430373031333333303031313503,30313735,3.13333E+11,13:33:00,GPS,17.5,37ìx44ï™32.46ïb,140ìx23ï™6.09ïb
2019/11/10,33:01.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373133393032373039393033373434333233313134303233303631322B3133333031373531363033372D303430373031333333303131313503,30313735,3.13333E+11,13:33:01,GPS,17.5,37ìx44ï™32.31ïb,140ìx23ï™6.12ïb
2019/11/10,33:02.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373134343032373130343033373434333231353134303233303631382B3133333031373431363034362D303430373031333333303231313503,30313734,3.13333E+11,13:33:02,GPS,17.4,37ìx44ï™32.15ïb,140ìx23ï™6.18ïb
2019/11/10,33:03.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373134393032373130393033373434333230303134303233303632312B3133333031373531363036302D303430373031333333303331313503,30313735,3.13333E+11,13:33:03,GPS,17.5,37ìx44ï™32ïb,140ìx23ï™6.21ïb
2019/11/10,33:04.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373135343032373131343033373434333138353134303233303632352B3133323031373431363039332D303430373031333333303431313503,30313734,3.13333E+11,13:33:04,GPS,17.4,37ìx44ï™31.85ïb,140ìx23ï™6.25ïb
2019/11/10,33:05.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373135393032373131393033373434333136383134303233303632382B3133323031373531363131312D303430373031333333303531313503,30313735,3.13333E+11,13:33:05,GPS,17.5,37ìx44ï™31.68ïb,140ìx23ï™6.28ïb
2019/11/10,33:06.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373136343032373132343033373434333135343134303233303633312B3133333031373431363132342D303430373031333333303631313503,30313734,3.13333E+11,13:33:06,GPS,17.4,37ìx44ï™31.54ïb,140ìx23ï™6.31ïb
2019/11/10,33:07.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373136343032373132343033373434333133393134303233303633342B3133333031373531363132382D303430373031333333303731313503,30313735,3.13333E+11,13:33:07,GPS,17.5,37ìx44ï™31.39ïb,140ìx23ï™6.34ïb
2019/11/10,33:08.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373136393032373132393033373434333132333134303233303634302B3133333031373731363134372D303430373031333333303831313503,30313737,3.13333E+11,13:33:08,GPS,17.7,37ìx44ï™31.23ïb,140ìx23ï™6.4ïb
2019/11/10,33:09.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373137343032373133343033373434333130373134303233303634332B3133333031373431363133322D303430373031333333303931313503,30313734,3.13333E+11,13:33:09,GPS,17.4,37ìx44ï™31.07ïb,140ìx23ï™6.43ïb
2019/11/10,33:10.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373137393032373133393033373434333039323134303233303634362B3133333031373531363133362D303430373031333333313031313503,30313735,3.13333E+11,13:33:10,GPS,17.5,37ìx44ï™30.92ïb,140ìx23ï™6.46ïb
2019/11/10,33:11.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373138343032373134343033373434333037363134303233303635302B3133333031373531363130302D303430373031333333313131313503,30313735,3.13333E+11,13:33:11,GPS,17.5,37ìx44ï™30.76ïb,140ìx23ï™6.5ïb
2019/11/10,33:12.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373138393032373134393033373434333036303134303233303635332B3133333031373631363032302D303430373031333333313231313503,30313736,3.13333E+11,13:33:12,GPS,17.6,37ìx44ï™30.6ïb,140ìx23ï™6.53ïb
2019/11/10,33:13.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373139343032373135343033373434333034353134303233303635392B3133333031373531353939332D303430373031333333313331313503,30313735,3.13333E+11,13:33:13,GPS,17.5,37ìx44ï™30.45ïb,140ìx23ï™6.59ïb
2019/11/10,33:14.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373139393032373135393033373434333032393134303233303636322B3133333031373431363031382D303430373031333333313431313503,30313734,3.13333E+11,13:33:14,GPS,17.4,37ìx44ï™30.29ïb,140ìx23ï™6.62ïb
2019/11/10,33:15.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373230343032373136343033373434333031343134303233303636352B3133333031373431353938302D303430373031333333313531313503,30313734,3.13333E+11,13:33:15,GPS,17.4,37ìx44ï™30.14ïb,140ìx23ï™6.65ïb
2019/11/10,33:16.9,[INFO],[tid:,44][eid:,0]02435647505352303031464330313032373230393032373136393033373434323939383134303233303637312B3133333031373531353936392D303430373031333333313631313503,30313735,3.13333E+11,13:33:16,GPS,17.5,37ìx44ï™29.98ïb,140ìx23ï™6.71ïb
2019/11/10,33:17.9,[INFO],[tid:,23][eid:,0]02435647505352303031464330313032373230393032373136393033373434323938323134303233303637352B3133333031373531353936332D303430373031333333313731313503,30313735,3.13333E+11,13:33:17,GPS,17.5,37ìx44ï™29.82ïb,140ìx23ï™6.75ïb
