ì˙ït,,,,,NAVIÉfÅ[É^,ë¨ìxÉiÉ},éûä‘ÉiÉ},éûä‘,NAV/GPS,ë¨ìx(km/h),à‹ìx,åoìx
2019/11/10,46:26.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333133333031333039333033373433333735333134303233323732382B3135303031323832343932322D303430373031323436323631313503,30313238,3.13234E+11,12:46:26,GPS,12.8,37ìx43ï™37.53ïb,140ìx23ï™27.28ïb
2019/11/10,46:27.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333133383031333039383033373433333734383134303233323731352B3135303031323732343934382D303430373031323436323731313503,30313237,3.13234E+11,12:46:27,GPS,12.7,37ìx43ï™37.48ïb,140ìx23ï™27.15ïb
2019/11/10,46:28.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333134333031333130333033373433333734323134303233323730302B3135303031333332343937352D303430373031323436323831313503,30313333,3.13234E+11,12:46:28,GPS,13.3,37ìx43ï™37.42ïb,140ìx23ï™27ïb
2019/11/10,46:29.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333134333031333130333033373433333733353134303233323638372B3135303031343032343932342D303430373031323436323931313503,30313430,3.13234E+11,12:46:29,GPS,14,37ìx43ï™37.35ïb,140ìx23ï™26.87ïb
2019/11/10,46:30.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333134393031333130393033373433333732393134303233323637312B3135303031343632343838372D303430373031323436333031313503,30313436,3.13234E+11,12:46:30,GPS,14.6,37ìx43ï™37.29ïb,140ìx23ï™26.71ïb
2019/11/10,46:31.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333135343031333131343033373433333732313134303233323635362B3135313031343932343930382D303430373031323436333131313503,30313439,3.13234E+11,12:46:31,GPS,14.9,37ìx43ï™37.21ïb,140ìx23ï™26.56ïb
2019/11/10,46:32.8,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333135393031333131393033373433333731353134303233323634332B3135313031353032353030302D303430373031323436333231313503,30313530,3.13234E+11,12:46:32,GPS,15,37ìx43ï™37.15ïb,140ìx23ï™26.43ïb
2019/11/10,46:33.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333135393031333131393033373433333730393134303233323632382B3135313031353232353032392D303430373031323436333331313503,30313532,3.13234E+11,12:46:33,GPS,15.2,37ìx43ï™37.09ïb,140ìx23ï™26.28ïb
2019/11/10,46:34.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333136343031333132343033373433333730313134303233323631322B3135313031353632353032392D303430373031323436333431313503,30313536,3.13234E+11,12:46:34,GPS,15.6,37ìx43ï™37.01ïb,140ìx23ï™26.12ïb
2019/11/10,46:35.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333136393031333132393033373433333639353134303233323539362B3135313031363432343938372D303430373031323436333531313503,30313634,3.13234E+11,12:46:35,GPS,16.4,37ìx43ï™36.95ïb,140ìx23ï™25.96ïb
2019/11/10,46:36.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333137343031333133343033373433333638373134303233323538312B3135323031373032353033312D303430373031323436333631313503,30313730,3.13234E+11,12:46:36,GPS,17,37ìx43ï™36.87ïb,140ìx23ï™25.81ïb
2019/11/10,46:37.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333137393031333133393033373433333637393134303233323536322B3135323031363532353332362D303430373031323436333731313503,30313635,3.13234E+11,12:46:37,GPS,16.5,37ìx43ï™36.79ïb,140ìx23ï™25.62ïb
2019/11/10,46:38.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333138343031333134343033373433333637353134303233323534362B3135323031353932363731312D303430373031323436333831313503,30313539,3.13234E+11,12:46:38,GPS,15.9,37ìx43ï™36.75ïb,140ìx23ï™25.46ïb
2019/11/10,46:39.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333138393031333134393033373433333637333134303233323532382B3135333031353732383838352D303430373031323436333931313503,30313537,3.13234E+11,12:46:39,GPS,15.7,37ìx43ï™36.73ïb,140ìx23ï™25.28ïb
2019/11/10,46:40.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333139343031333135343033373433333637353134303233323531322B3135333031353333313138392D303430373031323436343031313503,30313533,3.13234E+11,12:46:40,GPS,15.3,37ìx43ï™36.75ïb,140ìx23ï™25.12ïb
2019/11/10,46:41.8,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333139393031333135393033373433333638313134303233323530302B3135333031343933323935302D303430373031323436343131313503,30313439,3.13234E+11,12:46:41,GPS,14.9,37ìx43ï™36.81ïb,140ìx23ï™25ïb
2019/11/10,46:42.8,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333230343031333136343033373433333639303134303233323439302B3135333031353333343231372D303430373031323436343231313503,30313533,3.13234E+11,12:46:42,GPS,15.3,37ìx43ï™36.9ïb,140ìx23ï™24.9ïb
2019/11/10,46:44.7,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333231343031333137343033373433333730333134303233323438312B3135333031363033343631372D303430373031323436343331313503,30313630,3.13234E+11,12:46:43,GPS,16,37ìx43ï™37.03ïb,140ìx23ï™24.81ïb
2019/11/10,46:44.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333231343031333137343033373433333731353134303233323437352B3135333031353833343633312D303430373031323436343431313503,30313538,3.13234E+11,12:46:44,GPS,15.8,37ìx43ï™37.15ïb,140ìx23ï™24.75ïb
2019/11/10,46:45.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333231343031333137343033373433333732383134303233323436382B3135333031353633343631382D303430373031323436343531313503,30313536,3.13234E+11,12:46:45,GPS,15.6,37ìx43ï™37.28ïb,140ìx23ï™24.68ïb
2019/11/10,46:46.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333231393031333137393033373433333734323134303233323435392B3135333031363433343637322D303430373031323436343631313503,30313634,3.13234E+11,12:46:46,GPS,16.4,37ìx43ï™37.42ïb,140ìx23ï™24.59ïb
2019/11/10,46:47.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333232343031333138343033373433333735363134303233323435332B3135333031373533343737322D303430373031323436343731313503,30313735,3.13234E+11,12:46:47,GPS,17.5,37ìx43ï™37.56ïb,140ìx23ï™24.53ïb
2019/11/10,46:48.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333233303031333139303033373433333736383134303233323434332B3135333031393233343837362D303430373031323436343831313503,30313932,3.13234E+11,12:46:48,GPS,19.2,37ìx43ï™37.68ïb,140ìx23ï™24.43ïb
2019/11/10,46:49.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333233353031333139353033373433333738313134303233323433372B3135333032303633343933382D303430373031323436343931313503,30323036,3.13234E+11,12:46:49,GPS,20.6,37ìx43ï™37.81ïb,140ìx23ï™24.37ïb
2019/11/10,46:50.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333234313031333230313033373433333739363134303233323432382B3135333032313633343936332D303430373031323436353031313503,30323136,3.13234E+11,12:46:50,GPS,21.6,37ìx43ï™37.96ïb,140ìx23ï™24.28ïb
2019/11/10,46:51.8,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333234363031333230363033373433333831353134303233323432312B3135333032323933343937322D303430373031323436353131313503,30323239,3.13234E+11,12:46:51,GPS,22.9,37ìx43ï™38.15ïb,140ìx23ï™24.21ïb
2019/11/10,46:52.8,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333235313031333231313033373433333833343134303233323431322B3135333032333833343933332D303430373031323436353231313503,30323338,3.13234E+11,12:46:52,GPS,23.8,37ìx43ï™38.34ïb,140ìx23ï™24.12ïb
2019/11/10,46:53.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333235363031333231363033373433333835333134303233323430332B3135333032343333343934382D303430373031323436353331313503,30323433,3.13234E+11,12:46:53,GPS,24.3,37ìx43ï™38.53ïb,140ìx23ï™24.03ïb
2019/11/10,46:54.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333236313031333232313033373433333837333134303233323339332B3135333032343633353037312D303430373031323436353431313503,30323436,3.13234E+11,12:46:54,GPS,24.6,37ìx43ï™38.73ïb,140ìx23ï™23.93ïb
2019/11/10,46:55.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333237313031333233313033373433333839333134303233323338372B3135323032343533353233322D303430373031323436353531313503,30323435,3.13234E+11,12:46:55,GPS,24.5,37ìx43ï™38.93ïb,140ìx23ï™23.87ïb
2019/11/10,46:56.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333237363031333233363033373433333931353134303233323337382B3135323032343533353237382D303430373031323436353631313503,30323435,3.13234E+11,12:46:56,GPS,24.5,37ìx43ï™39.15ïb,140ìx23ï™23.78ïb
2019/11/10,46:57.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333238313031333234313033373433333933353134303233323337312B3135323032333933353232332D303430373031323436353731313503,30323339,3.13234E+11,12:46:57,GPS,23.9,37ìx43ï™39.35ïb,140ìx23ï™23.71ïb
2019/11/10,46:58.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333239313031333235313033373433333935363134303233323336322B3135313032323933353138382D303430373031323436353831313503,30323239,3.13234E+11,12:46:58,GPS,22.9,37ìx43ï™39.56ïb,140ìx23ï™23.62ïb
2019/11/10,46:59.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333239363031333235363033373433333937333134303233323335362B3135313032313833353131322D303430373031323436353931313503,30323138,3.13234E+11,12:46:59,GPS,21.8,37ìx43ï™39.73ïb,140ìx23ï™23.56ïb
2019/11/10,47:00.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333330303031333236303033373433333939323134303233323334362B3135313032303733353035322D303430373031323437303031313503,30323037,3.13234E+11,12:47:00,GPS,20.7,37ìx43ï™39.92ïb,140ìx23ï™23.46ïb
2019/11/10,47:01.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333330353031333236353033373433343030393134303233323334302B3135303031393733353038312D303430373031323437303131313503,30313937,3.13234E+11,12:47:01,GPS,19.7,37ìx43ï™40.09ïb,140ìx23ï™23.4ïb
2019/11/10,47:02.8,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333331303031333237303033373433343032363134303233323333342B3135303031383933353138302D303430373031323437303231313503,30313839,3.13234E+11,12:47:02,GPS,18.9,37ìx43ï™40.26ïb,140ìx23ï™23.34ïb
2019/11/10,47:03.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333331353031333237353033373433343034323134303233323332382B3135303031383933353237382D303430373031323437303331313503,30313839,3.13234E+11,12:47:03,GPS,18.9,37ìx43ï™40.42ïb,140ìx23ï™23.28ïb
2019/11/10,47:04.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333332303031333238303033373433343036303134303233323332312B3135303031383933353234372D303430373031323437303431313503,30313839,3.13234E+11,12:47:04,GPS,18.9,37ìx43ï™40.6ïb,140ìx23ï™23.21ïb
2019/11/10,47:05.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333332353031333238353033373433343037383134303233323331352B3135303031383733353234332D303430373031323437303531313503,30313837,3.13234E+11,12:47:05,GPS,18.7,37ìx43ï™40.78ïb,140ìx23ï™23.15ïb
2019/11/10,47:06.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333333303031333239303033373433343039353134303233323330392B3135303031383533353336302D303430373031323437303631313503,30313835,3.13234E+11,12:47:06,GPS,18.5,37ìx43ï™40.95ïb,140ìx23ï™23.09ïb
2019/11/10,47:07.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333333353031333239353033373433343131323134303233323330332B3135303031383433353531312D303430373031323437303731313503,30313834,3.13234E+11,12:47:07,GPS,18.4,37ìx43ï™41.12ïb,140ìx23ï™23.03ïb
2019/11/10,47:08.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333334303031333330303033373433343132383134303233323330302B3135303031383433353536392D303430373031323437303831313503,30313834,3.13234E+11,12:47:08,GPS,18.4,37ìx43ï™41.28ïb,140ìx23ï™23ïb
2019/11/10,47:09.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333334353031333330353033373433343134353134303233323239332B3135303031383733353634332D303430373031323437303931313503,30313837,3.13234E+11,12:47:09,GPS,18.7,37ìx43ï™41.45ïb,140ìx23ï™22.93ïb
2019/11/10,47:10.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333335353031333331353033373433343136343134303233323239302B3135303031393433353633382D303430373031323437313031313503,30313934,3.13234E+11,12:47:10,GPS,19.4,37ìx43ï™41.64ïb,140ìx23ï™22.9ïb
2019/11/10,47:11.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333336303031333332303033373433343138323134303233323238342B3135303032303033353633352D303430373031323437313131313503,30323030,3.13234E+11,12:47:11,GPS,20,37ìx43ï™41.82ïb,140ìx23ï™22.84ïb
2019/11/10,47:12.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333336353031333332353033373433343230303134303233323238312B3135313032303033353637322D303430373031323437313231313503,30323030,3.13234E+11,12:47:12,GPS,20,37ìx43ï™42ïb,140ìx23ï™22.81ïb
2019/11/10,47:13.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333337303031333333303033373433343231373134303233323237352B3135313031393633353735372D303430373031323437313331313503,30313936,3.13234E+11,12:47:13,GPS,19.6,37ìx43ï™42.17ïb,140ìx23ï™22.75ïb
2019/11/10,47:14.9,[INFO],[tid:,16][eid:,0]02435647505352303031464330313031333337353031333333353033373433343233343134303233323237312B3135313031393833353739322D303430373031323437313431313503,30313938,3.13234E+11,12:47:14,GPS,19.8,37ìx43ï™42.34ïb,140ìx23ï™22.71ïb
2019/11/10,47:15.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333338303031333334303033373433343235313134303233323236382B3135313032313133353738362D303430373031323437313531313503,30323131,3.13234E+11,12:47:15,GPS,21.1,37ìx43ï™42.51ïb,140ìx23ï™22.68ïb
2019/11/10,47:16.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333338363031333334363033373433343237303134303233323236352B3135313032323133353739352D303430373031323437313631313503,30323231,3.13234E+11,12:47:16,GPS,22.1,37ìx43ï™42.7ïb,140ìx23ï™22.65ïb
2019/11/10,47:17.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333339313031333335313033373433343238393134303233323235392B3135313032313733353737352D303430373031323437313731313503,30323137,3.13234E+11,12:47:17,GPS,21.7,37ìx43ï™42.89ïb,140ìx23ï™22.59ïb
2019/11/10,47:18.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333339353031333335353033373433343330373134303233323235362B3135323032303833353835362D303430373031323437313831313503,30323038,3.13234E+11,12:47:18,GPS,20.8,37ìx43ï™43.07ïb,140ìx23ï™22.56ïb
2019/11/10,47:19.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333430303031333336303033373433343332333134303233323235302B3135323031393933353833372D303430373031323437313931313503,30313939,3.13234E+11,12:47:19,GPS,19.9,37ìx43ï™43.23ïb,140ìx23ï™22.5ïb
2019/11/10,47:20.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333430353031333336353033373433343334303134303233323234362B3135323031393733353932332D303430373031323437323031313503,30313937,3.13234E+11,12:47:20,GPS,19.7,37ìx43ï™43.4ïb,140ìx23ï™22.46ïb
2019/11/10,47:21.8,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333431303031333337303033373433343335373134303233323234332B3135323031393833353936342D303430373031323437323131313503,30313938,3.13234E+11,12:47:21,GPS,19.8,37ìx43ï™43.57ïb,140ìx23ï™22.43ïb
2019/11/10,47:22.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333432303031333338303033373433343337363134303233323233372B3135313031393830303030322D303430373031323437323231313503,30313938,3.13234E+11,12:47:22,GPS,19.8,37ìx43ï™43.76ïb,140ìx23ï™22.37ïb
2019/11/10,47:23.9,[INFO],[tid:,38][eid:,0]02435647505352303031464330313031333432353031333338353033373433343339333134303233323233342B3135313031393830303035382D303430373031323437323331313503,30313938,3.13234E+11,12:47:23,GPS,19.8,37ìx43ï™43.93ïb,140ìx23ï™22.34ïb
